id,name,url,review_count,rating,price,latitude,longitude,category
-Lmsn8l20zRxcKzJaUBriQ,Het Parool,https://www.yelp.com/biz/het-parool-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,3,4.5,,52.3712,4.92773,massmedia
t5VLrTcfsARNoz8rPipT2A,SALTO Amsterdam,https://www.yelp.com/biz/salto-amsterdam-amsterdam-2?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,3,4.0,,52.3768451,4.9221174,massmedia
notwdTVpRXbAOtsoLcVJDw,Radio Mortale,https://www.yelp.com/biz/radio-mortale-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,1,5.0,,52.3764293,4.9219259,massmedia
2jxuc6ER1QVHZHepBdB0kQ,Xtracold Icebar Amsterdam,https://www.yelp.com/biz/xtracold-icebar-amsterdam-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,94,3.0,€€,52.36642,4.89998,nightlife
4XfVR_2Z_9TtuhCrH7Tylw,Café De Engelbewaarder,https://www.yelp.com/biz/caf%C3%A9-de-engelbewaarder-amsterdam-2?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,32,4.0,€,52.3700773,4.8984226,nightlife
APNakojM4KvlVwxUqnVZSA,Calf & Bloom,https://www.yelp.com/biz/calf-en-bloom-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,30,4.0,€€,52.3668012884348,4.89099838705249,nightlife
6WgypISXG4uHfoljvbTYdw,Kitchen & Bar Van Rijn,https://www.yelp.com/biz/kitchen-en-bar-van-rijn-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,32,4.0,€€€,52.3664207,4.8966999,nightlife
QytWIwallzqtBTXB03x4rQ,Cafe Langereis,https://www.yelp.com/biz/cafe-langereis-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,19,4.0,€,52.3661338550312,4.90015397573477,nightlife
_jcowFtSOT8erg7ad0IJWw,Hannekes Boom,https://www.yelp.com/biz/hannekes-boom-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,84,4.0,€€,52.3763,4.91162,nightlife
fNGg4auuVQi61IwFvLiKGQ,Coco's Outback,https://www.yelp.com/biz/cocos-outback-amsterdam?adjust_creative=36CiYOl4Kf525knEbUByyg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=36CiYOl4Kf525knEbUByyg,57,3.5,€€,52.36557,4.89551,nightlife
