source,city,postcode,type,price,surface,rooms,furnished,latitude,longitude,postType
Funda,haarlem,2025 WE Haarlem,House,"€ 463,500 k.k.",109 m²,6 rooms,,,,Buy
Funda,haarlem,2024 RL Haarlem,House,"€ 840,000 k.k.",124 m²,6 rooms,,,,Buy
Funda,haarlem,2021 TA Haarlem,House,"€ 495,000 k.k.",90 m²,4 rooms,,,,Buy
Funda,haarlem,2024 EH Haarlem,House,"€ 750,000 k.k.",127 m²,6 rooms,,,,Buy
Funda,haarlem,2021 JR Haarlem,House,"€ 650,000 k.k.",105 m²,5 rooms,,,,Buy
Funda,haarlem,2034 NX Haarlem,House,"€ 425,000 k.k.",91 m²,3 rooms,,,,Buy
Funda,haarlem,2012 RM Haarlem,House,"€ 1,450,000 k.k.",202 m²,7 rooms,,,,Buy
Funda,haarlem,2021 SP Haarlem,House,"€ 600,000 k.k.",105 m²,5 rooms,,,,Buy
Funda,haarlem,2024 GE Haarlem,House,"€ 750,000 k.k.",139 m²,7 rooms,,,,Buy
Funda,haarlem,2023 KD Haarlem,House,"€ 835,000 k.k.",128 m²,6 rooms,,,,Buy
Funda,haarlem,2021 SC Haarlem,House,"€ 575,000 k.k.",107 m²,5 rooms,,,,Buy
Funda,haarlem,2025 VG Haarlem,House,"€ 400,000 k.k.",84 m²,4 rooms,,,,Buy
Funda,haarlem,2025 WB Haarlem,House,"€ 550,000 k.k.",106 m²,5 rooms,,,,Buy
Funda,haarlem,2025 DS Haarlem,House,"€ 850,000 k.k.",152 m²,7 rooms,,,,Buy
Funda,haarlem,2015 KN Haarlem,House,"€ 1,175,000 k.k.",156 m²,5 rooms,,,,Buy
Funda,haarlem,2032 ZR Haarlem,House,"€ 539,000 k.k.",95 m²,4 rooms,,,,Buy
Funda,haarlem,2025 VC Haarlem,House,"€ 485,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2012 AK Haarlem,House,"€ 650,000 k.k.",125 m²,5 rooms,,,,Buy
Funda,haarlem,2033 DR Haarlem,House,"€ 475,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2025 BC Haarlem,House,"€ 550,000 k.k.",124 m²,5 rooms,,,,Buy
Funda,haarlem,2023 VV Haarlem,House,"€ 675,000 k.k.",123 m²,7 rooms,,,,Buy
Funda,haarlem,2036 NR Haarlem,House,"€ 415,000 k.k.",107 m²,5 rooms,,,,Buy
Funda,haarlem,2024 EK Haarlem,House,"€ 700,000 k.k.",110 m²,5 rooms,,,,Buy
Funda,haarlem,2015 GN Haarlem,House,"€ 595,000 k.k.",67 m²,3 rooms,,,,Buy
Funda,haarlem,2023 EG Haarlem,House,"€ 985,000 k.k.",134 m²,7 rooms,,,,Buy
Funda,haarlem,2013 DE Haarlem,House,"€ 475,000 k.k.",86 m²,3 rooms,,,,Buy
Funda,haarlem,2026 SE Haarlem,House,"€ 550,000 k.k.",109 m²,5 rooms,,,,Buy
Funda,haarlem,2014 DC Haarlem,House,"€ 695,000 k.k.",119 m²,5 rooms,,,,Buy
Funda,haarlem,2033 GC Haarlem,House,"€ 435,000 k.k.",99 m²,4 rooms,,,,Buy
Funda,haarlem,2034 VL Haarlem,House,"€ 525,000 k.k.",136 m²,6 rooms,,,,Buy
Funda,haarlem,2035 CK Haarlem,House,"€ 450,000 k.k.",116 m²,7 rooms,,,,Buy
Funda,haarlem,2021 AK Haarlem,House,"€ 450,000 k.k.",107 m²,4 rooms,,,,Buy
Funda,haarlem,2023 SN Haarlem,House,"€ 645,000 k.k.",131 m²,5 rooms,,,,Buy
Funda,haarlem,2023 DA Haarlem,House,"€ 975,000 k.k.",163 m²,6 rooms,,,,Buy
Funda,haarlem,2013 PR Haarlem,House,"€ 450,000 k.k.",91 m²,4 rooms,,,,Buy
Funda,haarlem,2012 XD Haarlem,House,"€ 350,000 k.k.",87 m²,4 rooms,,,,Buy
Funda,haarlem,2023 BE Haarlem,House,"€ 595,000 k.k.",106 m²,4 rooms,,,,Buy
Funda,haarlem,2021 XC Haarlem,House,"€ 575,000 k.k.",113 m²,5 rooms,,,,Buy
Funda,haarlem,2012 LP Haarlem,House,"€ 2,350,000 k.k.",246 m²,9 rooms,,,,Buy
Funda,haarlem,2026 AA Haarlem,House,"€ 439,000 k.k.",83 m²,5 rooms,,,,Buy
Funda,haarlem,2035 XS Haarlem,House,"€ 485,000 k.k.",129 m²,6 rooms,,,,Buy
Funda,haarlem,2023 JB Haarlem,House,"€ 485,000 k.k.",102 m²,4 rooms,,,,Buy
Funda,haarlem,2013 BC Haarlem,House,"€ 525,000 k.k.",108 m²,4 rooms,,,,Buy
Funda,haarlem,2023 WT Haarlem,House,"€ 975,000 k.k.",181 m²,7 rooms,,,,Buy
Funda,haarlem,2011 PR Haarlem,House,"€ 795,000 k.k.",149 m²,6 rooms,,,,Buy
Funda,haarlem,2021 CC Haarlem,House,"€ 495,000 k.k.",93 m²,5 rooms,,,,Buy
Funda,haarlem,2021 JS Haarlem,House,"€ 575,000 k.k.",98 m²,5 rooms,,,,Buy
Funda,haarlem,2022 XS Haarlem,House,"€ 450,000 k.k.",92 m²,3 rooms,,,,Buy
Funda,haarlem,2023 EM Haarlem,House,"€ 895,000 k.k.",126 m²,6 rooms,,,,Buy
Funda,haarlem,2025 XA Haarlem,House,"€ 425,000 k.k.",100 m²,5 rooms,,,,Buy
Funda,haarlem,2024 VN Haarlem,House,"€ 575,000 k.k.",108 m²,6 rooms,,,,Buy
Funda,haarlem,2011 ML Haarlem,House,"€ 1,200,000 k.k.",247 m²,8 rooms,,,,Buy
Funda,haarlem,2036 NA Haarlem,House,"€ 399,000 k.k.",103 m²,4 rooms,,,,Buy
Funda,haarlem,2022 TS Haarlem,House,"€ 530,000 k.k.",113 m²,5 rooms,,,,Buy
Funda,haarlem,2035 PG Haarlem,House,"€ 750,000 k.k.",163 m²,6 rooms,,,,Buy
Funda,haarlem,2012 VA Haarlem,House,"€ 450,000 k.k.",77 m²,4 rooms,,,,Buy
Funda,haarlem,2025 VG Haarlem,House,"€ 395,000 k.k.",81 m²,3 rooms,,,,Buy
Funda,haarlem,2013 TB Haarlem,House,"€ 740,000 k.k.",136 m²,5 rooms,,,,Buy
Funda,haarlem,2036 KA Haarlem,House,"€ 1,250,000 k.k.",206 m²,6 rooms,,,,Buy
Funda,haarlem,2011 WD Haarlem,House,"€ 850,000 k.k.",134 m²,5 rooms,,,,Buy
Funda,haarlem,2014 RL Haarlem,House,"€ 450,000 k.k.",125 m²,7 rooms,,,,Buy
Funda,haarlem,2032 PV Haarlem,House,"€ 575,000 k.k.",110 m²,6 rooms,,,,Buy
Funda,haarlem,2015 GB Haarlem,House,"€ 765,000 k.k.",125 m²,6 rooms,,,,Buy
Funda,haarlem,2023 VD Haarlem,House,"€ 450,000 k.k.",80 m²,4 rooms,,,,Buy
Funda,haarlem,2012 VJ Haarlem,House,"€ 350,000 k.k.",89 m²,3 rooms,,,,Buy
Funda,haarlem,2023 SJ Haarlem,House,"€ 775,000 k.k.",102 m²,5 rooms,,,,Buy
Funda,haarlem,2024 VB Haarlem,House,"€ 675,000 k.k.",121 m²,5 rooms,,,,Buy
Funda,haarlem,2022 RP Haarlem,House,"€ 425,000 k.k.",103 m²,6 rooms,,,,Buy
Funda,haarlem,2015 ET Haarlem,House,"€ 550,000 k.k.",80 m²,4 rooms,,,,Buy
Funda,haarlem,2033 DA Haarlem,House,"€ 945,000 k.k.",181 m²,8 rooms,,,,Buy
Funda,haarlem,2025 VA Haarlem,House,"€ 475,000 k.k.",77 m²,3 rooms,,,,Buy
Funda,haarlem,2012 GG Haarlem,House,"€ 995,000 k.k.",193 m²,6 rooms,,,,Buy
Funda,haarlem,2025 RS Haarlem,House,"€ 485,000 k.k.",111 m²,5 rooms,,,,Buy
Funda,haarlem,2023 CA Haarlem,House,"€ 989,000 k.k.",149 m²,5 rooms,,,,Buy
Funda,haarlem,2023 JN Haarlem,House,"€ 795,000 k.k.",130 m²,5 rooms,,,,Buy
Funda,haarlem,2014 BA Haarlem,House,"€ 450,000 k.k.",128 m²,4 rooms,,,,Buy
Funda,haarlem,2011 EN Haarlem,House,"€ 1,325,000 k.k.",152 m²,6 rooms,,,,Buy
Funda,haarlem,2022 TP Haarlem,House,"€ 450,000 k.k.",107 m²,6 rooms,,,,Buy
Funda,haarlem,2011 EN Haarlem,House,"€ 695,000 k.k.",90 m²,3 rooms,,,,Buy
Funda,haarlem,2033 EH Haarlem,House,"€ 410,000 k.k.",71 m²,3 rooms,,,,Buy
Funda,haarlem,2024 TB Haarlem,House,"€ 630,000 k.k.",134 m²,6 rooms,,,,Buy
Funda,haarlem,2037 SJ Haarlem,House,"€ 450,000 k.k.",140 m²,6 rooms,,,,Buy
Funda,haarlem,2023 SZ Haarlem,House,"€ 715,000 k.k.",126 m²,5 rooms,,,,Buy
Funda,haarlem,2023 EJ Haarlem,House,"€ 850,000 k.k.",130 m²,6 rooms,,,,Buy
Funda,haarlem,2024 VW Haarlem,House,"€ 675,000 k.k.",130 m²,7 rooms,,,,Buy
Funda,haarlem,2022 CJ Haarlem,House,"€ 700,000 k.k.",119 m²,7 rooms,,,,Buy
Funda,haarlem,2011 XV Haarlem,House,"€ 1,295,000 k.k.",280 m²,6 rooms,,,,Buy
Funda,haarlem,2024 GR Haarlem,House,"€ 985,000 k.k.",197 m²,8 rooms,,,,Buy
Funda,haarlem,2011 ZB Haarlem,House,"€ 900,000 k.k.",142 m²,6 rooms,,,,Buy
Funda,haarlem,2013 VP Haarlem,House,"€ 479,000 k.k.",87 m²,4 rooms,,,,Buy
Funda,haarlem,2014 DB Haarlem,House,"€ 689,000 k.k.",124 m²,5 rooms,,,,Buy
Funda,haarlem,2012 ZJ Haarlem,House,"€ 350,000 k.k.",70 m²,3 rooms,,,,Buy
Funda,haarlem,2025 RP Haarlem,House,"€ 475,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2015 LD Haarlem,House,"€ 785,000 k.k.",138 m²,6 rooms,,,,Buy
Funda,haarlem,2023 VV Haarlem,House,"€ 450,000 k.k.",92 m²,4 rooms,,,,Buy
Funda,haarlem,2022 ZL Haarlem,House,"€ 485,000 k.k.",112 m²,5 rooms,,,,Buy
Funda,haarlem,2032 NG Haarlem,House,"€ 495,000 k.k.",108 m²,4 rooms,,,,Buy
Funda,haarlem,2024 VN Haarlem,House,"€ 650,000 k.k.",114 m²,6 rooms,,,,Buy
Funda,haarlem,2022 RV Haarlem,House,"€ 485,000 k.k.",87 m²,4 rooms,,,,Buy
Funda,haarlem,2036 MB Haarlem,House,"€ 925,000 k.k.",172 m²,7 rooms,,,,Buy
Funda,haarlem,2021 XS Haarlem,House,"€ 600,000 k.k.",111 m²,5 rooms,,,,Buy
Funda,haarlem,2012 JP Haarlem,House,"€ 1,100,000 k.k.",189 m²,7 rooms,,,,Buy
Funda,haarlem,2012 GH Haarlem,House,"€ 1,395,000 k.k.",213 m²,8 rooms,,,,Buy
Funda,haarlem,2023 BK Haarlem,House,"€ 950,000 k.k.",167 m²,6 rooms,,,,Buy
Funda,haarlem,2013 PR Haarlem,House,"€ 575,000 k.k.",108 m²,5 rooms,,,,Buy
Funda,haarlem,2012 GN Haarlem,House,"€ 1,250,000 k.k.",200 m²,7 rooms,,,,Buy
Funda,haarlem,2011 EM Haarlem,House,"€ 725,000 k.k.",95 m²,4 rooms,,,,Buy
Funda,haarlem,2022 CD Haarlem,House,"€ 575,000 k.k.",110 m²,6 rooms,,,,Buy
Funda,haarlem,2012 EZ Haarlem,House,"€ 1,025,000 k.k.",167 m²,6 rooms,,,,Buy
Funda,haarlem,2021 SM Haarlem,House,"€ 545,000 k.k.",134 m²,5 rooms,,,,Buy
Funda,haarlem,2024 DE Haarlem,House,"€ 489,000 k.k.",104 m²,5 rooms,,,,Buy
Funda,haarlem,2022 PR Haarlem,House,"€ 425,000 k.k.",99 m²,6 rooms,,,,Buy
Funda,haarlem,2032 VP Haarlem,House,"€ 598,000 k.k.",137 m²,6 rooms,,,,Buy
Funda,haarlem,2023 WT Haarlem,House,"€ 689,000 k.k.",115 m²,6 rooms,,,,Buy
Funda,haarlem,2012 GM Haarlem,House,"€ 1,000,000 k.k.",197 m²,9 rooms,,,,Buy
Funda,haarlem,2011 DE Haarlem,House,"€ 819,000 k.k.",133 m²,6 rooms,,,,Buy
Funda,haarlem,2011 CX Haarlem,House,"€ 625,000 k.k.",99 m²,4 rooms,,,,Buy
Funda,haarlem,2024 GD Haarlem,House,"€ 650,000 k.k.",116 m²,5 rooms,,,,Buy
Funda,haarlem,2023 KJ Haarlem,House,"€ 850,000 k.k.",128 m²,7 rooms,,,,Buy
Funda,haarlem,2036 AG Haarlem,House,"€ 450,000 k.k.",109 m²,6 rooms,,,,Buy
Funda,haarlem,2024 VX Haarlem,House,"€ 750,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2024 VB Haarlem,House,"€ 850,000 k.k.",146 m²,8 rooms,,,,Buy
Funda,haarlem,2014 RS Haarlem,House,"€ 675,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2012 PL Haarlem,House,"€ 2,850,000 k.k.",345 m²,10 rooms,,,,Buy
Funda,haarlem,2024 ZB Haarlem,House,"€ 725,000 k.k.",163 m²,6 rooms,,,,Buy
Funda,haarlem,2012 CJ Haarlem,House,"€ 925,000 k.k.",135 m²,5 rooms,,,,Buy
Funda,haarlem,2024 HD Haarlem,House,"€ 675,000 k.k.",168 m²,7 rooms,,,,Buy
Funda,haarlem,2012 RA Haarlem,House,"€ 2,250,000 k.k.",454 m²,12 rooms,,,,Buy
Funda,haarlem,2011 BW Haarlem,House,"€ 500,000 k.k.",124 m²,3 rooms,,,,Buy
Funda,haarlem,2012 SJ Haarlem,House,"€ 1,175,000 k.k.",132 m²,5 rooms,,,,Buy
Funda,haarlem,2011 RW Haarlem,House,"€ 1,750,000 k.k.",352 m²,9 rooms,,,,Buy
Funda,haarlem,2011 AJ Haarlem,House,"€ 995,000 k.k.",100 m²,4 rooms,,,,Buy
Funda,haarlem,2026 BL Haarlem,House,"€ 625,000 k.k.",103 m²,4 rooms,,,,Buy
Funda,haarlem,2023 XV Haarlem,House,"€ 1,089,000 k.k.",140 m²,6 rooms,,,,Buy
Funda,haarlem,2011 DK Haarlem,House,"€ 350,000 k.k.",50 m²,3 rooms,,,,Buy
Funda,haarlem,2013 XR Haarlem,House,"€ 700,000 k.k.",91 m²,5 rooms,,,,Buy
Funda,haarlem,2012 VE Haarlem,House,"€ 350,000 k.k.",78 m²,4 rooms,,,,Buy
Funda,haarlem,2022 PL Haarlem,House,"€ 540,000 k.k.",110 m²,5 rooms,,,,Buy
Funda,haarlem,2033 AD Haarlem,House,"€ 450,000 k.k.",85 m²,3 rooms,,,,Buy
Funda,haarlem,2021 ZP Haarlem,House,"€ 945,000 k.k.",156 m²,6 rooms,,,,Buy
Funda,haarlem,2021 XJ Haarlem,House,"€ 425,000 k.k.",72 m²,3 rooms,,,,Buy
Funda,haarlem,2035 RZ Haarlem,House,"€ 465,000 k.k.",92 m²,5 rooms,,,,Buy
Funda,haarlem,2011 TJ Haarlem,House,"€ 575,000 k.k.",98 m²,4 rooms,,,,Buy
Funda,haarlem,2012 DT Haarlem,House,"€ 2,850,000 k.k.",343 m²,6 rooms,,,,Buy
Funda,haarlem,2022 DS Haarlem,House,"€ 675,000 k.k.",162 m²,6 rooms,,,,Buy
Funda,haarlem,2013 WK Haarlem,House,"€ 375,000 k.k.",84 m²,4 rooms,,,,Buy
Funda,haarlem,2026 BK Haarlem,House,"€ 425,000 k.k.",89 m²,3 rooms,,,,Buy
Funda,haarlem,2021 TE Haarlem,House,"€ 425,000 k.k.",78 m²,4 rooms,,,,Buy
Funda,haarlem,2023 ZW Haarlem,House,"€ 1,000,000 k.k.",146 m²,7 rooms,,,,Buy
Funda,haarlem,2012 AN Haarlem,House,"€ 1,000,000 k.k.",178 m²,6 rooms,,,,Buy
Funda,haarlem,2024 RD Haarlem,House,"€ 450,000 k.k.",76 m²,3 rooms,,,,Buy
Funda,haarlem,2011 GT Haarlem,House,"€ 1,575,000 k.k.",301 m²,9 rooms,,,,Buy
Funda,haarlem,2013 DR Haarlem,House,"€ 650,000 k.k.",104 m²,4 rooms,,,,Buy
Funda,haarlem,2013 WK Haarlem,House,"€ 575,000 k.k.",107 m²,5 rooms,,,,Buy
Funda,haarlem,2012 EG Haarlem,House,"€ 789,000 k.k.",192 m²,7 rooms,,,,Buy
Funda,haarlem,2035 TC Haarlem,House,"€ 485,000 k.k.",110 m²,5 rooms,,,,Buy
Funda,haarlem,2036 EH Haarlem,House,"€ 490,000 k.k.",137 m²,6 rooms,,,,Buy
Funda,haarlem,2013 VN Haarlem,House,"€ 395,000 k.k.",70 m²,3 rooms,,,,Buy
Funda,haarlem,2014 RN Haarlem,House,"€ 639,000 k.k.",104 m²,4 rooms,,,,Buy
Funda,haarlem,2034 JM Haarlem,House,"€ 880,000 v.o.n.",90 m²,5 rooms,,,,Buy
Funda,haarlem,2012 TE Haarlem,House,"€ 1,285,000 k.k.",112 m²,4 rooms,,,,Buy
Funda,haarlem,2035 CK Haarlem,House,"€ 460,000 k.k.",122 m²,5 rooms,,,,Buy
Funda,haarlem,2014 CH Haarlem,House,"€ 575,000 k.k.",127 m²,5 rooms,,,,Buy
Funda,haarlem,2014 TG Haarlem,House,"€ 475,000 k.k.",87 m²,4 rooms,,,,Buy
Funda,haarlem,2033 EP Haarlem,House,"€ 425,000 k.k.",71 m²,3 rooms,,,,Buy
Funda,haarlem,2012 HM Haarlem,House,"€ 1,350,000 k.k.",247 m²,9 rooms,,,,Buy
Funda,haarlem,2012 KN Haarlem,House,"€ 1,150,000 k.k.",180 m²,8 rooms,,,,Buy
Funda,haarlem,2013 CC Haarlem,House,"€ 475,000 k.k.",74 m²,3 rooms,,,,Buy
Funda,haarlem,2021 VM Haarlem,House,"€ 545,000 k.k.",102 m²,5 rooms,,,,Buy
Funda,haarlem,2011 BS Haarlem,House,"€ 795,000 k.k.",136 m²,5 rooms,,,,Buy
Funda,haarlem,2024 VH Haarlem,House,"€ 850,000 k.k.",146 m²,7 rooms,,,,Buy
Funda,haarlem,2037 GR Haarlem,House,"€ 585,000 k.k.",150 m²,5 rooms,,,,Buy
Funda,haarlem,2014 CK Haarlem,House,"€ 695,000 k.k.",132 m²,6 rooms,,,,Buy
Funda,haarlem,2023 DE Haarlem,House,"€ 750,000 k.k.",125 m²,5 rooms,,,,Buy
Funda,haarlem,2036 EK Haarlem,House,"€ 600,000 k.k.",162 m²,6 rooms,,,,Buy
Funda,haarlem,2013 PS Haarlem,House,"€ 575,000 k.k.",106 m²,5 rooms,,,,Buy
Funda,haarlem,2011 PH Haarlem,House,"€ 375,000 k.k.",61 m²,3 rooms,,,,Buy
Funda,haarlem,2024 VX Haarlem,House,"€ 500,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2022 EZ Haarlem,House,"€ 450,000 k.k.",77 m²,5 rooms,,,,Buy
Funda,haarlem,2021 RG Haarlem,House,"€ 475,000 k.k.",90 m²,3 rooms,,,,Buy
Funda,haarlem,2021 BE Haarlem,House,"€ 685,000 k.k.",146 m²,5 rooms,,,,Buy
Funda,haarlem,2022 BZ Haarlem,House,"€ 895,000 k.k.",214 m²,6 rooms,,,,Buy
Funda,haarlem,2033 AB Haarlem,House,"€ 2,999,999 k.k.",431 m²,12 rooms,,,,Buy
Funda,haarlem,2012 AH Haarlem,House,"€ 425,000 k.k.",75 m²,4 rooms,,,,Buy
Funda,haarlem,2011 MA Haarlem,House,"€ 1,850,000 k.k.",283 m²,10 rooms,,,,Buy
Funda,haarlem,2013 PN Haarlem,House,"€ 595,000 k.k.",104 m²,5 rooms,,,,Buy
Funda,haarlem,2026 AS Haarlem,House,"€ 800,000 k.k.",235 m²,11 rooms,,,,Buy
Funda,haarlem,2032 XH Haarlem,House,"€ 385,000 k.k.",86 m²,3 rooms,,,,Buy
Funda,haarlem,2022 EG Haarlem,House,"€ 1,200,000 v.o.n.",213 m²,4 rooms,,,,Buy
Funda,haarlem,2012 BA Haarlem,House,"€ 975,000 k.k.",141 m²,6 rooms,,,,Buy
Funda,haarlem,2014 TB Haarlem,House,"€ 450,000 k.k.",79 m²,4 rooms,,,,Buy
Funda,haarlem,2011 EJ Haarlem,House,"€ 600,000 k.k.",104 m²,3 rooms,,,,Buy
Funda,haarlem,2023 XR Haarlem,House,"€ 859,000 k.k.",168 m²,6 rooms,,,,Buy
Funda,haarlem,2023 TK Haarlem,House,"€ 770,000 k.k.",119 m²,4 rooms,,,,Buy
Funda,haarlem,2011 GT Haarlem,House,"€ 1,575,000 k.k.",301 m²,10 rooms,,,,Buy
Funda,haarlem,2021 VM Haarlem,House,"€ 610,000 k.k.",116 m²,5 rooms,,,,Buy
Funda,haarlem,2022 EP Haarlem,House,"€ 535,000 k.k.",120 m²,6 rooms,,,,Buy
Funda,haarlem,2013 VP Haarlem,House,"€ 450,000 k.k.",81 m²,4 rooms,,,,Buy
Funda,haarlem,2025 CP Haarlem,House,"€ 649,000 k.k.",132 m²,6 rooms,,,,Buy
Funda,haarlem,2014 HV Haarlem,House,"€ 975,000 k.k.",237 m²,5 rooms,,,,Buy
Funda,haarlem,2012 ZL Haarlem,House,"€ 400,000 k.k.",60 m²,3 rooms,,,,Buy
Funda,haarlem,2021 TH Haarlem,House,"€ 575,000 k.k.",109 m²,5 rooms,,,,Buy
Funda,haarlem,2023 WK Haarlem,House,"€ 645,000 k.k.",115 m²,5 rooms,,,,Buy
Funda,haarlem,2034 BP Haarlem,House,"€ 525,000 k.k.",141 m²,6 rooms,,,,Buy
Funda,haarlem,2033 ZD Haarlem,House,"€ 450,000 k.k.",118 m²,6 rooms,,,,Buy
Funda,haarlem,2022 BG Haarlem,House,"€ 695,000 k.k.",146 m²,7 rooms,,,,Buy
Funda,haarlem,2023 RB Haarlem,House,"€ 750,000 k.k.",130 m²,5 rooms,,,,Buy
Funda,haarlem,2023 WB Haarlem,House,"€ 876,000 k.k.",149 m²,7 rooms,,,,Buy
Funda,haarlem,2036 GR Haarlem,House,"€ 500,000 k.k.",118 m²,5 rooms,,,,Buy
Funda,haarlem,2023 EP Haarlem,House,"€ 850,000 k.k.",144 m²,7 rooms,,,,Buy
Funda,haarlem,2014 AE Haarlem,House,"€ 1,975,000 k.k.",382 m²,6 rooms,,,,Buy
Funda,haarlem,2024 DJ Haarlem,House,"€ 375,000 k.k.",73 m²,3 rooms,,,,Buy
Funda,haarlem,2026 TC Haarlem,House,"€ 410,000 k.k.",95 m²,5 rooms,,,,Buy
Funda,haarlem,2034 CZ Haarlem,House,"€ 375,000 k.k.",102 m²,5 rooms,,,,Buy
Funda,haarlem,2011 BL Haarlem,House,"€ 650,000 k.k.",108 m²,6 rooms,,,,Buy
Funda,haarlem,2032 LC Haarlem,House,"€ 525,000 k.k.",116 m²,7 rooms,,,,Buy
Funda,haarlem,2013 WN Haarlem,House,"€ 395,000 k.k.",80 m²,4 rooms,,,,Buy
Funda,haarlem,2036 GE Haarlem,House,"€ 600,000 k.k.",142 m²,7 rooms,,,,Buy
Funda,haarlem,2036 MB Haarlem,House,"€ 800,000 k.k.",172 m²,5 rooms,,,,Buy
Funda,haarlem,2025 ZE Haarlem,House,"€ 575,000 k.k.",125 m²,7 rooms,,,,Buy
Funda,haarlem,2026 AJ Haarlem,House,"€ 625,000 k.k.",118 m²,5 rooms,,,,Buy
Funda,haarlem,2026 VK Haarlem,House,"€ 500,000 k.k.",101 m²,5 rooms,,,,Buy
Funda,haarlem,2021 TD Haarlem,House,"€ 400,000 k.k.",82 m²,3 rooms,,,,Buy
Funda,haarlem,2036 BD Haarlem,House,"€ 350,000 k.k.",113 m²,1 room,,,,Buy
Funda,haarlem,2025 WH Haarlem,House,"€ 490,000 k.k.",110 m²,6 rooms,,,,Buy
Funda,haarlem,2024 VV Haarlem,House,"€ 750,000 k.k.",115 m²,6 rooms,,,,Buy
Funda,haarlem,2022 GC Haarlem,House,"€ 1,090,000 k.k.",184 m²,6 rooms,,,,Buy
Funda,haarlem,2012 GR Haarlem,House,"€ 985,000 k.k.",142 m²,4 rooms,,,,Buy
Funda,haarlem,2021 BL Haarlem,House,"€ 550,000 k.k.",110 m²,6 rooms,,,,Buy
Funda,haarlem,2022 PL Haarlem,House,"€ 545,000 k.k.",118 m²,6 rooms,,,,Buy
Funda,haarlem,2022 CK Haarlem,House,"€ 499,000 k.k.",130 m²,6 rooms,,,,Buy
Funda,haarlem,2023 VR Haarlem,House,"€ 865,000 k.k.",134 m²,8 rooms,,,,Buy
Funda,haarlem,2022 PS Haarlem,House,"€ 575,000 k.k.",128 m²,6 rooms,,,,Buy
Funda,haarlem,2033 EN Haarlem,House,"€ 395,000 k.k.",74 m²,3 rooms,,,,Buy
Funda,haarlem,2036 EJ Haarlem,House,"€ 625,000 k.k.",165 m²,7 rooms,,,,Buy
Funda,haarlem,2022 DV Haarlem,House,"€ 435,000 k.k.",101 m²,6 rooms,,,,Buy
Funda,haarlem,2014 CC Haarlem,House,"€ 350,000 k.k.",57 m²,3 rooms,,,,Buy
Funda,haarlem,2035 XA Haarlem,House,"€ 400,000 k.k.",110 m²,5 rooms,,,,Buy
Funda,haarlem,2036 EJ Haarlem,House,"€ 600,000 k.k.",150 m²,7 rooms,,,,Buy
Funda,haarlem,2022 RK Haarlem,House,"€ 475,000 k.k.",110 m²,6 rooms,,,,Buy
Funda,haarlem,2011 AL Haarlem,House,"€ 1,495,000 k.k.",200 m²,6 rooms,,,,Buy
Funda,haarlem,2011 JN Haarlem,House,"€ 565,000 k.k.",78 m²,3 rooms,,,,Buy
Funda,haarlem,2022 ZH Haarlem,House,"€ 499,000 k.k.",85 m²,4 rooms,,,,Buy
Funda,haarlem,2023 WC Haarlem,House,"€ 595,000 k.k.",120 m²,5 rooms,,,,Buy
Funda,haarlem,2014 JB Haarlem,House,"€ 500,000 k.k.",89 m²,4 rooms,,,,Buy
Funda,haarlem,2011 TG Haarlem,House,"€ 600,000 k.k.",116 m²,4 rooms,,,,Buy
Funda,haarlem,2011 EA Haarlem,House,"€ 698,500 k.k.",125 m²,4 rooms,,,,Buy
Funda,haarlem,2011 TH Haarlem,House,"€ 500,000 k.k.",115 m²,4 rooms,,,,Buy
Funda,haarlem,2035 WV Haarlem,House,"€ 425,000 k.k.",109 m²,4 rooms,,,,Buy
Funda,haarlem,2034 BM Haarlem,House,"€ 375,000 k.k.",105 m²,5 rooms,,,,Buy
Funda,haarlem,2025 WG Haarlem,House,"€ 415,000 k.k.",69 m²,4 rooms,,,,Buy
Funda,haarlem,2026 VK Haarlem,House,"€ 495,000 k.k.",107 m²,5 rooms,,,,Buy
Funda,haarlem,2036 NP Haarlem,House,"€ 400,000 k.k.",103 m²,4 rooms,,,,Buy
Funda,haarlem,2012 VE Haarlem,House,"€ 450,000 k.k.",96 m²,4 rooms,,,,Buy
Funda,haarlem,2036 GL Haarlem,House,"€ 645,000 k.k.",196 m²,7 rooms,,,,Buy
Funda,haarlem,2011 DP Haarlem,House,"€ 750,000 k.k.",106 m²,4 rooms,,,,Buy
Funda,haarlem,2011 AW Haarlem,House,"€ 535,000 k.k.",89 m²,3 rooms,,,,Buy
Funda,haarlem,2025 XD Haarlem,House,"€ 695,000 k.k.",129 m²,5 rooms,,,,Buy
Funda,haarlem,2022 RR Haarlem,House,"€ 550,000 k.k.",129 m²,5 rooms,,,,Buy
Funda,haarlem,2023 XR Haarlem,House,"€ 595,000 k.k.",121 m²,5 rooms,,,,Buy
Funda,haarlem,2023 XJ Haarlem,House,"€ 695,000 k.k.",128 m²,6 rooms,,,,Buy
