source,city,postcode,type,price,surface,rooms,furnished,latitude,longitude,postType
Pararius,amsterdam,1074 XH Amsterdam (Nieuwe Pijp),Appartement,€ 925.000 k.k.,128 m²,4 kamers,,,,Buy
Pararius,amsterdam,"1102 XD Amsterdam (Bijlmer Centrum (D,F,H))",Appartement,€ 240.000 k.k.,52 m²,2 kamers,,,,Buy
Pararius,amsterdam,1098 XA Amsterdam (Middenmeer),Appartement,€ 685.000 k.k.,119 m²,4 kamers,,,,Buy
Pararius,amsterdam,1056 DR Amsterdam (Van Galenbuurt),Appartement,€ 650.000 k.k.,77 m²,3 kamers,,,,Buy
Pararius,amsterdam,1074 TR Amsterdam (Zuid Pijp),Appartement,€ 450.000 k.k.,52 m²,2 kamers,,,,Buy
Pararius,amsterdam,1077 ST Amsterdam (Apollobuurt),Appartement,€ 1.150.000 k.k.,151 m²,6 kamers,,,,Buy
Pararius,amsterdam,1064 PR Amsterdam (Slotervaart Noord),Appartement,€ 520.000 k.k.,96 m²,3 kamers,,,,Buy
Pararius,amsterdam,1076 CA Amsterdam (Stadionbuurt),Appartement,€ 1.240.000 k.k.,151 m²,5 kamers,,,,Buy
Pararius,amsterdam,1011 VB Amsterdam (Nieuwmarkt/Lastage),Appartement,€ 860.000 k.k.,97 m²,5 kamers,,,,Buy
Pararius,amsterdam,1057 CE Amsterdam (Hoofdweg e.o.),Appartement,€ 400.000 k.k.,65 m²,3 kamers,,,,Buy
Pararius,amsterdam,1011 HL Amsterdam (Nieuwmarkt/Lastage),Appartement,€ 425.000 k.k.,53 m²,3 kamers,,,,Buy
Pararius,amsterdam,1015 HJ Amsterdam (Jordaan),Appartement,€ 350.000 k.k.,44 m²,2 kamers,,,,Buy
Pararius,amsterdam,1083 VA Amsterdam (Buitenveldert-Oost),Appartement,€ 395.000 k.k.,78 m²,3 kamers,,,,Buy
Pararius,amsterdam,1021 CT Amsterdam (IJplein/Vogelbuurt),Appartement,€ 350.000 k.k.,47 m²,2 kamers,,,,Buy
Pararius,amsterdam,1082 ME Amsterdam (Zuidas),Appartement,€ 785.000 k.k.,117 m²,3 kamers,,,,Buy
Pararius,amsterdam,1091 GN Amsterdam (Weesperzijde),Appartement,€ 425.000 k.k.,52 m²,3 kamers,,,,Buy
Pararius,amsterdam,1016 TA Amsterdam (Jordaan),Appartement,€ 424.500 k.k.,40 m²,2 kamers,,,,Buy
Pararius,amsterdam,1066 XT Amsterdam (Slotervaart Zuid),Appartement,€ 470.000 k.k.,80 m²,3 kamers,,,,Buy
Pararius,amsterdam,1083 VJ Amsterdam (Buitenveldert-Oost),Appartement,€ 400.000 k.k.,65 m²,3 kamers,,,,Buy
Pararius,amsterdam,1092 EC Amsterdam (Oosterparkbuurt),Appartement,€ 500.000 k.k.,68 m²,4 kamers,,,,Buy
Pararius,amsterdam,1017 TR Amsterdam (De Weteringschans),Appartement,€ 900.000 k.k.,109 m²,5 kamers,,,,Buy
Pararius,amsterdam,1071 KJ Amsterdam (Museumkwartier),Appartement,€ 1.975.000 k.k.,200 m²,5 kamers,,,,Buy
Pararius,amsterdam,1076 JT Amsterdam (Stadionbuurt),Appartement,€ 585.000 k.k.,74 m²,5 kamers,,,,Buy
Pararius,amsterdam,1014 ZC Amsterdam (Houthavens),Appartement,€ 1.500.000 k.k.,215 m²,7 kamers,,,,Buy
Pararius,amsterdam,1091 MZ Amsterdam (Oosterparkbuurt),Appartement,€ 695.000 k.k.,84 m²,4 kamers,,,,Buy
Pararius,amsterdam,1056 XL Amsterdam (Landlust),Appartement,€ 495.000 k.k.,60 m²,3 kamers,,,,Buy
Pararius,amsterdam,1051 XZ Amsterdam (Staatsliedenbuurt),Appartement,€ 650.000 k.k.,80 m²,3 kamers,,,,Buy
Pararius,amsterdam,1097 VD Amsterdam (Betondorp),Appartement,€ 350.000 k.k.,48 m²,2 kamers,,,,Buy
Pararius,amsterdam,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),Appartement,€ 1.000.000 k.k.,138 m²,4 kamers,,,,Buy
Pararius,amsterdam,1081 GG Amsterdam (Buitenveldert-West),Appartement,€ 350.000 k.k.,55 m²,2 kamers,,,,Buy
Pararius,amsterdam,1053 RD Amsterdam (Van Lennepbuurt),Appartement,€ 500.000 k.k.,59 m²,3 kamers,,,,Buy
Pararius,amsterdam,1014 ZG Amsterdam (Houthavens),Appartement,€ 700.000 k.k.,109 m²,4 kamers,,,,Buy
Pararius,amsterdam,1091 ES Amsterdam (Weesperzijde),Appartement,€ 529.000 k.k.,57 m²,2 kamers,,,,Buy
Pararius,amsterdam,1051 JS Amsterdam (Staatsliedenbuurt),Appartement,€ 575.000 k.k.,77 m²,4 kamers,,,,Buy
Pararius,amsterdam,1018 KB Amsterdam (Oostelijke Eilanden/Kadijken),Appartement,€ 275.000 k.k.,41 m²,1 kamer,,,,Buy
Pararius,amsterdam,1018 SJ Amsterdam (Oostelijke Eilanden/Kadijken),Appartement,€ 565.000 k.k.,68 m²,3 kamers,,,,Buy
Pararius,amsterdam,1068 NL Amsterdam (Osdorp-Oost),Appartement,€ 325.000 k.k.,82 m²,3 kamers,,,,Buy
Pararius,amsterdam,1016 GW Amsterdam (Grachtengordel-West),Appartement,€ 675.000 k.k.,70 m²,2 kamers,,,,Buy
Pararius,amsterdam,1060 PK Amsterdam (Middelveldsche Akerpolder),Appartement,€ 500.000 k.k.,113 m²,4 kamers,,,,Buy
Pararius,amsterdam,1086 ZJ Amsterdam (IJburg West),Appartement,€ 500.000 k.k.,93 m²,4 kamers,,,,Buy
Pararius,amsterdam,1059 WC Amsterdam (Westlandgracht),Appartement,€ 545.000 k.k.,84 m²,3 kamers,,,,Buy
Pararius,amsterdam,1071 RH Amsterdam (Museumkwartier),Appartement,€ 2.000.000 k.k.,193 m²,6 kamers,,,,Buy
Pararius,amsterdam,1056 CP Amsterdam (Van Galenbuurt),Appartement,€ 385.000 k.k.,57 m²,3 kamers,,,,Buy
Pararius,amsterdam,1057 GG Amsterdam (Chassébuurt),Appartement,€ 400.000 k.k.,52 m²,3 kamers,,,,Buy
Pararius,amsterdam,1054 BM Amsterdam (Helmersbuurt),Appartement,€ 1.275.000 k.k.,124 m²,7 kamers,,,,Buy
Pararius,amsterdam,1068 EM Amsterdam (Osdorp-Oost),Appartement,€ 500.000 k.k.,92 m²,4 kamers,,,,Buy
Pararius,amsterdam,"1103 KP Amsterdam (Bijlmer Oost (E,G,K))",Appartement,€ 225.000 k.k.,52 m²,2 kamers,,,,Buy
Pararius,amsterdam,1053 ZB Amsterdam (Da Costabuurt),Appartement,€ 550.000 k.k.,75 m²,3 kamers,,,,Buy
Pararius,amsterdam,1053 TH Amsterdam (Kinkerbuurt),Appartement,€ 416.000 k.k.,40 m²,2 kamers,,,,Buy
Pararius,amsterdam,1098 LH Amsterdam (Middenmeer),Appartement,€ 450.000 k.k.,65 m²,3 kamers,,,,Buy
Pararius,amsterdam,1107 EA Amsterdam (Holendrecht/Reigersbos),Appartement,€ 275.000 k.k.,84 m²,4 kamers,,,,Buy
Pararius,amsterdam,"1104 TS Amsterdam (Bijlmer Oost (E,G,K))",Appartement,€ 300.000 k.k.,95 m²,4 kamers,,,,Buy
Pararius,amsterdam,"1104 TX Amsterdam (Bijlmer Oost (E,G,K))",Appartement,€ 295.000 k.k.,96 m²,4 kamers,,,,Buy
Pararius,amsterdam,1056 KR Amsterdam (Geuzenbuurt),Appartement,€ 650.000 k.k.,80 m²,3 kamers,,,,Buy
Pararius,amsterdam,1064 AM Amsterdam (Slotermeer-Zuidwest),Appartement,€ 400.000 k.k.,91 m²,3 kamers,,,,Buy
Pararius,amsterdam,1087 JE Amsterdam (IJburg West),Appartement,€ 575.000 k.k.,137 m²,5 kamers,,,,Buy
Pararius,amsterdam,1018 CK Amsterdam (Weesperbuurt/Plantage),Appartement,€ 525.000 k.k.,78 m²,3 kamers,,,,Buy
Pararius,amsterdam,1067 XX Amsterdam (Geuzenveld),Appartement,€ 365.000 k.k.,86 m²,3 kamers,,,,Buy
Pararius,amsterdam,1087 CE Amsterdam (IJburg West),Appartement,€ 675.000 k.k.,130 m²,3 kamers,,,,Buy
Pararius,amsterdam,1098 TM Amsterdam (Middenmeer),Appartement,€ 475.000 k.k.,69 m²,4 kamers,,,,Buy
Pararius,amsterdam,1024 AV Amsterdam (Waterlandpleinbuurt),Appartement,€ 350.000 k.k.,84 m²,3 kamers,,,,Buy
Pararius,amsterdam,1051 XH Amsterdam (Staatsliedenbuurt),Appartement,€ 425.000 k.k.,59 m²,2 kamers,,,,Buy
Pararius,amsterdam,1018 AK Amsterdam (Oostelijke Eilanden/Kadijken),Appartement,€ 985.000 k.k.,122 m²,4 kamers,,,,Buy
Pararius,amsterdam,1025 TN Amsterdam (Buikslotermeer),Appartement,€ 395.000 k.k.,96 m²,4 kamers,,,,Buy
Pararius,amsterdam,1068 PH Amsterdam (Osdorp-Oost),Appartement,€ 425.000 k.k.,84 m²,3 kamers,,,,Buy
Pararius,amsterdam,1071 ED Amsterdam (Museumkwartier),Appartement,€ 995.000 k.k.,105 m²,3 kamers,,,,Buy
Pararius,amsterdam,1055 KS Amsterdam (Landlust),Appartement,€ 450.000 k.k.,65 m²,3 kamers,,,,Buy
Pararius,amsterdam,1094 PN Amsterdam (Indische Buurt West),Appartement,€ 365.000 k.k.,59 m²,2 kamers,,,,Buy
Pararius,amsterdam,1072 TV Amsterdam (Oude Pijp),Appartement,€ 875.000 k.k.,117 m²,5 kamers,,,,Buy
Pararius,amsterdam,1078 AZ Amsterdam (Scheldebuurt),Appartement,€ 725.000 k.k.,96 m²,4 kamers,,,,Buy
Pararius,amsterdam,1058 XP Amsterdam (Westindische Buurt),Appartement,€ 375.000 k.k.,52 m²,3 kamers,,,,Buy
Pararius,amsterdam,1024 CW Amsterdam (Waterlandpleinbuurt),Appartement,€ 300.000 k.k.,77 m²,4 kamers,,,,Buy
Pararius,amsterdam,1098 AK Amsterdam (Middenmeer),Appartement,€ 539.000 k.k.,74 m²,2 kamers,,,,Buy
Pararius,amsterdam,1075 SH Amsterdam (Schinkelbuurt),Appartement,€ 495.000 k.k.,63 m²,3 kamers,,,,Buy
Pararius,amsterdam,1066 JG Amsterdam (Sloter-/Riekerpolder),Appartement,€ 425.000 k.k.,87 m²,4 kamers,,,,Buy
Pararius,amsterdam,1018 VT Amsterdam (Weesperbuurt/Plantage),Appartement,€ 839.000 k.k.,90 m²,2 kamers,,,,Buy
Pararius,amsterdam,1053 CL Amsterdam (Kinkerbuurt),Appartement,€ 445.000 k.k.,60 m²,3 kamers,,,,Buy
Pararius,amsterdam,1066 PX Amsterdam (Sloter-/Riekerpolder),Appartement,€ 400.000 k.k.,92 m²,3 kamers,,,,Buy
Pararius,amsterdam,1021 BN Amsterdam (IJplein/Vogelbuurt),Appartement,€ 550.000 k.k.,98 m²,4 kamers,,,,Buy
Pararius,amsterdam,1025 JD Amsterdam (Buikslotermeer),Appartement,€ 350.000 k.k.,101 m²,3 kamers,,,,Buy
Pararius,amsterdam,1053 CL Amsterdam (Kinkerbuurt),Appartement,€ 400.000 k.k.,52 m²,3 kamers,,,,Buy
Pararius,amsterdam,1098 ES Amsterdam (Middenmeer),Appartement,€ 550.000 k.k.,74 m²,4 kamers,,,,Buy
Pararius,amsterdam,1072 TC Amsterdam (Nieuwe Pijp),Appartement,€ 475.000 k.k.,55 m²,2 kamers,,,,Buy
Pararius,amsterdam,"1103 KT Amsterdam (Bijlmer Oost (E,G,K))",Appartement,€ 275.000 k.k.,52 m²,2 kamers,,,,Buy
Pararius,amsterdam,1064 PE Amsterdam (Slotermeer-Zuidwest),Appartement,€ 375.000 k.k.,83 m²,3 kamers,,,,Buy
Pararius,amsterdam,1056 SR Amsterdam (Van Galenbuurt),Appartement,€ 650.000 k.k.,80 m²,3 kamers,,,,Buy
Pararius,amsterdam,1083 GE Amsterdam (Buitenveldert-Oost),Appartement,€ 500.000 k.k.,110 m²,3 kamers,,,,Buy
Pararius,amsterdam,1051 GL Amsterdam (Staatsliedenbuurt),Appartement,€ 365.000 k.k.,40 m²,2 kamers,,,,Buy
Pararius,amsterdam,1075 VZ Amsterdam (Willemspark),Appartement,€ 820.000 k.k.,103 m²,4 kamers,,,,Buy
Pararius,amsterdam,1067 JK Amsterdam (Geuzenveld),Appartement,€ 300.000 k.k.,68 m²,5 kamers,,,,Buy
Pararius,amsterdam,1082 EN Amsterdam (Buitenveldert-West),Appartement,€ 690.000 k.k.,132 m²,5 kamers,,,,Buy
Pararius,amsterdam,1014 BL Amsterdam (Sloterdijk),Appartement,€ 595.000 k.k.,60 m²,3 kamers,,,,Buy
Pararius,amsterdam,1063 MH Amsterdam (Slotermeer-Noordoost),Appartement,€ 495.000 k.k.,128 m²,5 kamers,,,,Buy
Pararius,amsterdam,1053 KD Amsterdam (Van Lennepbuurt),Appartement,€ 340.000 k.k.,38 m²,2 kamers,,,,Buy
Pararius,amsterdam,1061 MH Amsterdam (De Kolenkit),Appartement,€ 625.000 k.k.,117 m²,6 kamers,,,,Buy
Pararius,amsterdam,1017 AN Amsterdam (De Weteringschans),Appartement,€ 1.500.000 k.k.,124 m²,4 kamers,,,,Buy
Pararius,amsterdam,1017 WL Amsterdam (De Weteringschans),Appartement,€ 875.000 k.k.,95 m²,3 kamers,,,,Buy
Pararius,amsterdam,1056 RZ Amsterdam (Van Galenbuurt),Appartement,€ 512.000 k.k.,64 m²,3 kamers,,,,Buy
Pararius,amsterdam,1069 EG Amsterdam (De Punt),Appartement,€ 285.000 k.k.,72 m²,4 kamers,,,,Buy
Pararius,amsterdam,1107 RA Amsterdam (Holendrecht/Reigersbos),Appartement,€ 250.000 k.k.,70 m²,3 kamers,,,,Buy
Pararius,amsterdam,1057 SV Amsterdam (Hoofdweg e.o.),Appartement,€ 610.000 k.k.,77 m²,4 kamers,,,,Buy
Pararius,amsterdam,1055 PE Amsterdam (Landlust),Appartement,€ 425.000 k.k.,69 m²,4 kamers,,,,Buy
Pararius,amsterdam,1015 BT Amsterdam (Grachtengordel-West),Appartement,€ 1.595.000 k.k.,199 m²,6 kamers,,,,Buy
Pararius,amsterdam,1011 EH Amsterdam (Burgwallen-Oude Zijde),Appartement,€ 512.000 k.k.,64 m²,2 kamers,,,,Buy
Pararius,amsterdam,1107 PZ Amsterdam (Holendrecht/Reigersbos),Appartement,€ 280.000 k.k.,82 m²,3 kamers,,,,Buy
Pararius,amsterdam,1075 CB Amsterdam (Willemspark),Appartement,€ 685.000 k.k.,80 m²,3 kamers,,,,Buy
Pararius,amsterdam,1087 VS Amsterdam (IJburg Oost),Appartement,€ 348.738 v.o.n.,79 m²,4 kamers,,,,Buy
Pararius,amsterdam,1097 AE Amsterdam (Frankendael),Appartement,€ 295.000 v.o.n.,41 m²,1 kamer,,,,Buy
Pararius,amsterdam,1034 DN Amsterdam (Banne Buiksloot),Huis,€ 600.000 k.k.,128 m²,5 kamers,,,,Buy
Pararius,amsterdam,1109 BV Amsterdam (Driemond),Huis,€ 495.000 k.k.,126 m²,5 kamers,,,,Buy
Pararius,amsterdam,1068 WB Amsterdam (Osdorp-Oost),Huis,€ 575.000 k.k.,115 m²,4 kamers,,,,Buy
Pararius,amsterdam,1067 MN Amsterdam (Geuzenveld),Huis,€ 475.000 k.k.,96 m²,4 kamers,,,,Buy
Pararius,amsterdam,1069 KE Amsterdam (Osdorp-Midden),Huis,€ 595.000 k.k.,138 m²,5 kamers,,,,Buy
Pararius,amsterdam,1016 RC Amsterdam (Jordaan),Huis,€ 1.250.000 k.k.,141 m²,6 kamers,,,,Buy
Pararius,amsterdam,1015 LK Amsterdam (Jordaan),Huis,€ 1.495.000 k.k.,157 m²,5 kamers,,,,Buy
Pararius,amsterdam,1033 GG Amsterdam (Tuindorp Oostzaan),Huis,€ 440.000 k.k.,71 m²,3 kamers,,,,Buy
Pararius,amsterdam,1023 XL Amsterdam (Tuindorp Nieuwendam),Huis,€ 625.000 k.k.,95 m²,5 kamers,,,,Buy
Pararius,amsterdam,1036 LC Amsterdam (Tuindorp Oostzaan),Huis,€ 675.000 k.k.,130 m²,5 kamers,,,,Buy
Pararius,amsterdam,1066 TA Amsterdam (Sloter-/Riekerpolder),Huis,€ 625.000 k.k.,108 m²,5 kamers,,,,Buy
Pararius,amsterdam,"1104 GP Amsterdam (Bijlmer Oost (E,G,K))",Huis,€ 350.000 k.k.,92 m²,4 kamers,,,,Buy
Pararius,amsterdam,1109 AG Amsterdam (Driemond),Huis,€ 1.095.000 k.k.,257 m²,8 kamers,,,,Buy
Pararius,amsterdam,1087 KB Amsterdam (IJburg West),Huis,€ 1.500.000 k.k.,238 m²,7 kamers,,,,Buy
Pararius,amsterdam,1086 ZS Amsterdam (IJburg West),Huis,€ 750.000 k.k.,144 m²,6 kamers,,,,Buy
Pararius,amsterdam,1066 WN Amsterdam (Sloter-/Riekerpolder),Huis,€ 475.000 k.k.,120 m²,5 kamers,,,,Buy
Pararius,amsterdam,1033 ZR Amsterdam (Oostzanerwerf),Huis,€ 450.000 k.k.,100 m²,4 kamers,,,,Buy
Pararius,amsterdam,1035 MA Amsterdam (Oostzanerwerf),Huis,€ 1.100.000 k.k.,140 m²,5 kamers,,,,Buy
Pararius,amsterdam,1015 PG Amsterdam (Jordaan),Huis,€ 935.000 k.k.,94 m²,5 kamers,,,,Buy
Pararius,amsterdam,1087 EC Amsterdam (IJburg West),Huis,€ 1.100.000 k.k.,184 m²,7 kamers,,,,Buy
Pararius,amsterdam,"1103 AV Amsterdam (Bijlmer Oost (E,G,K))",Huis,€ 475.000 k.k.,131 m²,5 kamers,,,,Buy
Pararius,amsterdam,1069 NX Amsterdam (Middelveldsche Akerpolder),Huis,€ 525.000 k.k.,117 m²,5 kamers,,,,Buy
Pararius,amsterdam,1066 EM Amsterdam (Sloter-/Riekerpolder),Huis,€ 347.500 k.k.,58 m²,3 kamers,,,,Buy
Pararius,amsterdam,1082 AM Amsterdam (Buitenveldert-West),Huis,€ 875.000 k.k.,153 m²,7 kamers,,,,Buy
Pararius,amsterdam,1060 TH Amsterdam (Middelveldsche Akerpolder),Huis,€ 645.000 k.k.,126 m²,5 kamers,,,,Buy
Pararius,amsterdam,1036 KJ Amsterdam (Tuindorp Oostzaan),Huis,€ 650.000 k.k.,113 m²,5 kamers,,,,Buy
Pararius,amsterdam,1087 CK Amsterdam (IJburg West),Huis,€ 725.000 k.k.,121 m²,5 kamers,,,,Buy
Pararius,amsterdam,1036 LJ Amsterdam (Tuindorp Oostzaan),Huis,€ 675.000 k.k.,131 m²,5 kamers,,,,Buy
Pararius,amsterdam,1087 DB Amsterdam (IJburg West),Huis,€ 950.000 k.k.,252 m²,7 kamers,,,,Buy
Pararius,amsterdam,1066 NN Amsterdam (Sloter-/Riekerpolder),Huis,€ 550.000 k.k.,100 m²,4 kamers,,,,Buy
Pararius,amsterdam,1057 DS Amsterdam (Hoofdweg e.o.),Huis,€ 1.100.000 k.k.,40 m²,1 kamer,,,,Buy
Pararius,amsterdam,1068 KS Amsterdam (Osdorp-Oost),Huis,€ 549.000 k.k.,150 m²,5 kamers,,,,Buy
Pararius,amsterdam,1054 ZH Amsterdam (Helmersbuurt),Huis,€ 625.000 k.k.,75 m²,3 kamers,,,,Buy
Pararius,amsterdam,1064 NZ Amsterdam (Slotervaart Noord),Huis,€ 675.000 k.k.,123 m²,4 kamers,,,,Buy
Pararius,amsterdam,1087 HJ Amsterdam (IJburg West),Huis,€ 950.000 k.k.,161 m²,5 kamers,,,,Buy
Pararius,amsterdam,1014 ZB Amsterdam (Houthavens),Huis,€ 557.000 k.k.,48 m²,2 kamers,,,,Buy
Pararius,amsterdam,1035 LB Amsterdam (Oostzanerwerf),Huis,€ 525.000 k.k.,138 m²,5 kamers,,,,Buy
Pararius,amsterdam,"1104 HG Amsterdam (Bijlmer Oost (E,G,K))",Huis,€ 275.000 k.k.,50 m²,2 kamers,,,,Buy
Pararius,amsterdam,1066 VD Amsterdam (Slotervaart Zuid),Huis,€ 835.000 k.k.,147 m²,6 kamers,,,,Buy
Pararius,amsterdam,1035 PH Amsterdam (Oostzanerwerf),Huis,€ 695.000 k.k.,101 m²,4 kamers,,,,Buy
Pararius,amsterdam,1060 PG Amsterdam (Middelveldsche Akerpolder),Huis,€ 495.000 k.k.,118 m²,5 kamers,,,,Buy
Pararius,amsterdam,1081 BB Amsterdam (Buitenveldert-West),Huis,€ 1.150.000 k.k.,165 m²,6 kamers,,,,Buy
Pararius,amsterdam,1016 GC Amsterdam (Grachtengordel-West),Huis,€ 6.000.000 k.k.,701 m²,18 kamers,,,,Buy
Pararius,amsterdam,1033 VN Amsterdam (Tuindorp Oostzaan),Huis,€ 450.000 k.k.,66 m²,5 kamers,,,,Buy
Pararius,amsterdam,1066 TJ Amsterdam (Sloter-/Riekerpolder),Huis,€ 575.000 k.k.,119 m²,4 kamers,,,,Buy
Pararius,amsterdam,1081 GX Amsterdam (Buitenveldert-West),Huis,€ 1.450.000 k.k.,203 m²,6 kamers,,,,Buy
Pararius,amsterdam,1035 XK Amsterdam (Oostzanerwerf),Huis,€ 545.000 k.k.,113 m²,5 kamers,,,,Buy
Pararius,amsterdam,1077 XM Amsterdam (Prinses Irenebuurt e.o.),Huis,€ 1.445.000 k.k.,148 m²,5 kamers,,,,Buy
Pararius,amsterdam,1014 ZE Amsterdam (Houthavens),Huis,€ 1.275.000 k.k.,163 m²,6 kamers,,,,Buy
Pararius,amsterdam,1023 NN Amsterdam (Waterland),Huis,€ 1.450.000 k.k.,174 m²,4 kamers,,,,Buy
Pararius,amsterdam,1054 CE Amsterdam (Helmersbuurt),Huis,€ 2.700.000 k.k.,317 m²,13 kamers,,,,Buy
Pararius,amsterdam,1033 HJ Amsterdam (Tuindorp Oostzaan),Huis,€ 375.000 k.k.,70 m²,4 kamers,,,,Buy
Pararius,amsterdam,1060 PD Amsterdam (Middelveldsche Akerpolder),Huis,€ 495.000 k.k.,84 m²,4 kamers,,,,Buy
Pararius,amsterdam,1086 ZJ Amsterdam (IJburg West),Huis,€ 525.000 k.k.,109 m²,4 kamers,,,,Buy
Pararius,amsterdam,1015 LB Amsterdam (Jordaan),Huis,€ 1.500.000 k.k.,200 m²,4 kamers,,,,Buy
Pararius,amsterdam,1063 GG Amsterdam (Slotermeer-Noordoost),Huis,€ 500.000 k.k.,112 m²,5 kamers,,,,Buy
Pararius,amsterdam,1067 DJ Amsterdam (Geuzenveld),Huis,€ 645.000 k.k.,130 m²,5 kamers,,,,Buy
Pararius,amsterdam,1014 ZB Amsterdam (Houthavens),Huis,€ 850.000 k.k.,109 m²,5 kamers,,,,Buy
Pararius,amsterdam,1064 NM Amsterdam (Slotermeer-Zuidwest),Huis,€ 450.000 k.k.,70 m²,4 kamers,,,,Buy
Pararius,amsterdam,1036 KM Amsterdam (Tuindorp Oostzaan),Huis,€ 695.000 k.k.,140 m²,4 kamers,,,,Buy
Pararius,amsterdam,1032 CK Amsterdam (Volewijck),Huis,€ 425.000 k.k.,54 m²,3 kamers,,,,Buy
Pararius,amsterdam,1071 KT Amsterdam (Museumkwartier),Huis,€ 2.450.000 k.k.,256 m²,6 kamers,,,,Buy
Pararius,amsterdam,1034 DN Amsterdam (Banne Buiksloot),Huis,€ 700.000 k.k.,131 m²,7 kamers,,,,Buy
Pararius,amsterdam,1081 CM Amsterdam (Buitenveldert-West),Huis,€ 875.000 k.k.,146 m²,5 kamers,,,,Buy
Pararius,amsterdam,1036 LZ Amsterdam (Tuindorp Oostzaan),Huis,€ 695.000 v.o.n.,135 m²,4 kamers,,,,Buy
Pararius,amsterdam,1061 MH Amsterdam (De Kolenkit),Huis,€ 675.000 k.k.,144 m²,5 kamers,,,,Buy
Pararius,amsterdam,1093 NH Amsterdam (Dapperbuurt),Huis,€ 1.250.000 k.k.,138 m²,5 kamers,,,,Buy
Pararius,amsterdam,1060 RL Amsterdam (Middelveldsche Akerpolder),Huis,€ 675.000 k.k.,143 m²,5 kamers,,,,Buy
Pararius,amsterdam,1015 DE Amsterdam (Grachtengordel-West),Huis,€ 1.975.000 k.k.,202 m²,9 kamers,,,,Buy
Pararius,amsterdam,1096 CJ Amsterdam (Omval/Overamstel),Huis,€ 625.011 k.k.,84 m²,3 kamers,,,,Buy
Pararius,amsterdam,1087 BC Amsterdam (IJburg West),Huis,€ 700.000 k.k.,128 m²,6 kamers,,,,Buy
Pararius,amsterdam,1035 ST Amsterdam (Kadoelen),Huis,€ 599.000 k.k.,151 m²,4 kamers,,,,Buy
Pararius,amsterdam,1015 PZ Amsterdam (Jordaan),Huis,€ 625.000 k.k.,72 m²,3 kamers,,,,Buy
Pararius,amsterdam,1069 VW Amsterdam (De Punt),Huis,€ 550.000 k.k.,114 m²,5 kamers,,,,Buy
Pararius,amsterdam,1035 ST Amsterdam (Kadoelen),Huis,€ 495.000 k.k.,95 m²,3 kamers,,,,Buy
Pararius,amsterdam,1060 ST Amsterdam (Middelveldsche Akerpolder),Huis,€ 769.000 k.k.,161 m²,6 kamers,,,,Buy
Pararius,amsterdam,1013 JA Amsterdam (Haarlemmerbuurt),Huis,€ 1.200.000 k.k.,87 m²,3 kamers,,,,Buy
Pararius,amsterdam,1069 CL Amsterdam (Osdorp-Midden),Huis,€ 620.000 k.k.,135 m²,4 kamers,,,,Buy
Pararius,amsterdam,1017 XH Amsterdam (De Weteringschans),Huis,€ 1.998.000 k.k.,256 m²,6 kamers,,,,Buy
Pararius,amsterdam,1087 LN Amsterdam (IJburg Zuid),Huis,€ 550.000 k.k.,109 m²,5 kamers,,,,Buy
Pararius,amsterdam,1069 KS Amsterdam (Osdorp-Midden),Huis,€ 650.000 k.k.,150 m²,6 kamers,,,,Buy
Pararius,amsterdam,1037 RS Amsterdam (Oostzanerwerf),Huis,€ 895.000 v.o.n.,140 m²,3 kamers,,,,Buy
Pararius,amsterdam,1060 RZ Amsterdam (Middelveldsche Akerpolder),Huis,€ 695.000 k.k.,145 m²,7 kamers,,,,Buy
Pararius,amsterdam,1012 BH Amsterdam (Burgwallen-Oude Zijde),Huis,€ 1.480.000 k.k.,207 m²,9 kamers,,,,Buy
Pararius,amsterdam,1087 KA Amsterdam (IJburg West),Huis,€ 1.875.000 k.k.,243 m²,6 kamers,,,,Buy
Pararius,amsterdam,1015 AA Amsterdam (Grachtengordel-West),Huis,€ 2.400.000 k.k.,287 m²,8 kamers,,,,Buy
Pararius,amsterdam,1036 KE Amsterdam (Tuindorp Oostzaan),Huis,€ 675.000 k.k.,123 m²,6 kamers,,,,Buy
Pararius,amsterdam,1060 LS Amsterdam (Middelveldsche Akerpolder),Huis,€ 699.000 k.k.,179 m²,8 kamers,,,,Buy
Pararius,amsterdam,1023 NE Amsterdam (Waterland),Huis,€ 1.550.000 k.k.,158 m²,4 kamers,,,,Buy
Pararius,amsterdam,1018 ED Amsterdam (Weesperbuurt/Plantage),Huis,€ 3.250.000 k.k.,469 m²,13 kamers,,,,Buy
Pararius,amsterdam,1086 ZR Amsterdam (IJburg West),Huis,€ 1.275.000 k.k.,244 m²,9 kamers,,,,Buy
Pararius,amsterdam,1035 SX Amsterdam (Kadoelen),Huis,€ 450.000 k.k.,95 m²,4 kamers,,,,Buy
Pararius,amsterdam,1063 LM Amsterdam (Slotermeer-Zuidwest),Huis,€ 485.000 k.k.,101 m²,6 kamers,,,,Buy
Pararius,amsterdam,1023 NG Amsterdam (Waterland),Huis,€ 1.475.000 k.k.,185 m²,7 kamers,,,,Buy
Pararius,amsterdam,1087 EK Amsterdam (IJburg West),Huis,€ 1.050.000 k.k.,175 m²,5 kamers,,,,Buy
Pararius,amsterdam,1032 JX Amsterdam (Volewijck),Huis,€ 925.000 k.k.,204 m²,6 kamers,,,,Buy
