source,postType,city,location,title,price,surface,rooms,furnished,url,scrape_date,post_code
Pararius,Buy,amsterdam,1077 NR Amsterdam (Apollobuurt),Appartement Minervalaan 69 2,€ 1.400.000 k.k.,132 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/9aa7629e/minervalaan,2024-12-07,1077 NR
Pararius,Buy,amsterdam,1055 LS Amsterdam (Landlust),Appartement Admiraal De Ruijterweg 241 2,€ 650.000 k.k.,85 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/53ad6f63/admiraal-de-ruijterweg,2024-12-07,1055 LS
Pararius,Buy,amsterdam,1072 PA Amsterdam (Oude Pijp),Appartement Sarphatipark 8 2,€ 985.000 k.k.,100 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/21e6681a/sarphatipark,2024-12-07,1072 PA
Pararius,Buy,amsterdam,1053 AC Amsterdam (Da Costabuurt),Appartement De Clercqstraat 43 1,€ 535.000 k.k.,68 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/1aeedde5/de-clercqstraat,2024-12-07,1053 AC
Pararius,Buy,amsterdam,1016 TH Amsterdam (Jordaan),Appartement Marnixstraat 186 2,€ 650.000 k.k.,79 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/0fdbfaff/marnixstraat,2024-12-07,1016 TH
Pararius,Buy,amsterdam,1058 DV Amsterdam (Westindische Buurt),Appartement Postjeskade 199 3,€ 850.000 k.k.,117 m²,6 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/848d9289/postjeskade,2024-12-07,1058 DV
Pararius,Buy,amsterdam,1017 DN Amsterdam (Grachtengordel-Zuid),Appartement Keizersgracht 515 P,€ 625.000 k.k.,62 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/dbc64185/keizersgracht,2024-12-07,1017 DN
Pararius,Buy,amsterdam,1073 CV Amsterdam (Oude Pijp),Appartement Sarphatipark 93 3,€ 995.000 k.k.,131 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/e8fa5172/sarphatipark,2024-12-07,1073 CV
Pararius,Buy,amsterdam,1012 AL Amsterdam (Burgwallen-Oude Zijde),Appartement Oudezijds Kolk 13 O,€ 649.000 k.k.,135 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/e02aea5a/oudezijds-kolk,2024-12-07,1012 AL
Pararius,Buy,amsterdam,1063 MD Amsterdam (Slotermeer-Noordoost),Appartement Cornelis van Rijplantsoen 85,€ 465.000 k.k.,99 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/5709dc6e/cornelis-van-rijplantsoen,2024-12-07,1063 MD
Pararius,Buy,amsterdam,1069 RE Amsterdam (Osdorp-Midden),Appartement Pieter Calandlaan 1321,€ 449.000 k.k.,96 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/67b7f1e7/pieter-calandlaan,2024-12-07,1069 RE
Pararius,Buy,amsterdam,1054 ES Amsterdam (Vondelparkbuurt),Appartement Stadhouderskade 15 L,€ 1.700.000 k.k.,150 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/b0426bc8/stadhouderskade,2024-12-07,1054 ES
Pararius,Buy,amsterdam,1043 CP Amsterdam (Sloterdijk Nieuw-West),Appartement Barajasweg 104,€ 1.100.000 v.o.n.,159 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/4801143c/barajasweg,2024-12-07,1043 CP
Pararius,Buy,amsterdam,1017 JH Amsterdam (Grachtengordel-Zuid),Appartement Prinsengracht 1079 G,€ 350.000 k.k.,15 m²,1 kamer,,https://www.pararius.nl/appartement-te-koop/amsterdam/d5db7972/prinsengracht,2024-12-07,1017 JH
Pararius,Buy,amsterdam,1077 PN Amsterdam (Apollobuurt),Appartement Raphaëlstraat 5,€ 1.700.000 k.k.,203 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/e55184f3/raphaelstraat,2024-12-07,1077 PN
Pararius,Buy,amsterdam,1075 XN Amsterdam (Schinkelbuurt),Appartement Amstelveenseweg 168 2,€ 795.000 k.k.,109 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/ee12550d/amstelveenseweg,2024-12-07,1075 XN
Pararius,Buy,amsterdam,1018 KZ Amsterdam (Oostelijke Eilanden/Kadijken),Appartement Willem Parelstraat 244,€ 450.000 k.k.,38 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/063ef121/willem-parelstraat,2024-12-07,1018 KZ
Pararius,Buy,amsterdam,1012 JD Amsterdam (Burgwallen-Oude Zijde),Appartement Warmoesstraat 18 B,€ 950.000 k.k.,159 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/8d1ba326/warmoesstraat,2024-12-07,1012 JD
Pararius,Buy,amsterdam,1015 DN Amsterdam (Grachtengordel-West),Appartement Prinsengracht 81 A,€ 1.475.000 k.k.,183 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/530cf0d6/prinsengracht,2024-12-07,1015 DN
Pararius,Buy,amsterdam,1082 JW Amsterdam (Buitenveldert-West),Appartement Slangenburg 24,€ 645.000 k.k.,81 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/1a9b8ae9/slangenburg,2024-12-07,1082 JW
Pararius,Buy,amsterdam,1012 SW Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Stromarkt 43,€ 695.000 k.k.,59 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/796fc18a/stromarkt,2024-12-07,1012 SW
Pararius,Buy,amsterdam,1017 DS Amsterdam (Grachtengordel-Zuid),Appartement Keizersgracht 607 M,€ 875.000 k.k.,75 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/bf39b819/keizersgracht,2024-12-07,1017 DS
Pararius,Buy,amsterdam,1061 SX Amsterdam (Overtoomse Veld),Appartement Jan Mankesstraat 58 3,€ 425.000 k.k.,71 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/4a7886b7/jan-mankesstraat,2024-12-07,1061 SX
Pararius,Buy,amsterdam,1077 ZD Amsterdam (Apollobuurt),Appartement Milletstraat 4,€ 725.000 k.k.,78 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/c8346b6b/milletstraat,2024-12-07,1077 ZD
Pararius,Buy,amsterdam,1091 AT Amsterdam (Oosterparkbuurt),Appartement Boerhaaveplein 18 3,€ 600.000 k.k.,92 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/c3334f0d/boerhaaveplein,2024-12-07,1091 AT
Pararius,Buy,amsterdam,1069 SE Amsterdam (Osdorp-Midden),Appartement Pieter Calandlaan 1121,€ 525.000 k.k.,105 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/a780abd4/pieter-calandlaan,2024-12-07,1069 SE
Pararius,Buy,amsterdam,1016 PM Amsterdam (Jordaan),Appartement Laurierstraat 22 H,€ 1.465.000 k.k.,148 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/d3d2ac41/laurierstraat,2024-12-07,1016 PM
Pararius,Buy,amsterdam,1052 CN Amsterdam (Frederik Hendrikbuurt),Appartement Nassaukade 56 3,€ 950.000 k.k.,151 m²,8 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/c1b33a24/nassaukade,2024-12-07,1052 CN
Pararius,Buy,amsterdam,1073 VJ Amsterdam (Oude Pijp),Appartement Tweede Jan van der Heijdenstraat 34 H,€ 1.000.000 k.k.,201 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/fc7db064/tweede-jan-van-der-heijdenstraat,2024-12-07,1073 VJ
Pararius,Buy,amsterdam,1015 RE Amsterdam (Jordaan),Appartement Egelantiersgracht 81 1-2-3,€ 1.585.000 k.k.,141 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/a488f0de/egelantiersgracht,2024-12-07,1015 RE
Pararius,Buy,amsterdam,1017 BG Amsterdam (Grachtengordel-Zuid),Appartement Schapensteeg 7 A,€ 345.000 k.k.,37 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/66a72d9e/schapensteeg,2024-12-07,1017 BG
Pararius,Buy,amsterdam,1075 BD Amsterdam (Willemspark),Appartement Prins Hendriklaan 38 C,€ 1.250.000 k.k.,103 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/5ad613e8/prins-hendriklaan,2024-12-07,1075 BD
Pararius,Buy,amsterdam,1056 JT Amsterdam (Geuzenbuurt),Appartement Willem de Zwijgerlaan 70,€ 895.000 k.k.,129 m²,7 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/36c3b443/willem-de-zwijgerlaan,2024-12-07,1056 JT
Pararius,Buy,amsterdam,1073 EC Amsterdam (Nieuwe Pijp),Appartement Sarphatipark 104 3,€ 1.399.000 k.k.,209 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/5c846baa/sarphatipark,2024-12-07,1073 EC
Pararius,Buy,amsterdam,1067 LG Amsterdam (Geuzenveld),Appartement Jan Springerhof 11,€ 420.000 k.k.,96 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/456813f4/jan-springerhof,2024-12-07,1067 LG
Pararius,Buy,amsterdam,1055 CB Amsterdam (Erasmuspark),Appartement Esmoreitstraat 39 Hs,€ 435.000 k.k.,55 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/8a345b79/esmoreitstraat,2024-12-07,1055 CB
Pararius,Buy,amsterdam,1015 LA Amsterdam (Jordaan),Appartement Boomstraat 7 2,€ 425.000 k.k.,50 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/acb0a66e/boomstraat,2024-12-07,1015 LA
Pararius,Buy,amsterdam,1013 EE Amsterdam (Haarlemmerbuurt),Appartement Binnen Brouwersstraat 27,€ 750.000 k.k.,74 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/8a82ed60/binnen-brouwersstraat,2024-12-07,1013 EE
Pararius,Buy,amsterdam,1056 WR Amsterdam (Geuzenbuurt),Appartement Reinier Claeszenstraat 80 3,€ 420.000 k.k.,53 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/55597985/reinier-claeszenstraat,2024-12-07,1056 WR
Pararius,Buy,amsterdam,1031 HX Amsterdam (Noordelijke IJ-oevers-West),Appartement Grasweg 167,€ 2.225.000 v.o.n.,192 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/618125fe/grasweg,2024-12-07,1031 HX
Pararius,Buy,amsterdam,1096 DS Amsterdam (Omval/Overamstel),Appartement Solitudolaan 266,€ 2.690.000 k.k.,223 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/18a382aa/solitudolaan,2024-12-07,1096 DS
Pararius,Buy,amsterdam,1018 MT Amsterdam (Oostelijke Eilanden/Kadijken),Appartement Wittenburgergracht 5,€ 1.300.000 k.k.,142 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/946e6c63/wittenburgergracht,2024-12-07,1018 MT
Pararius,Buy,amsterdam,1016 GD Amsterdam (Grachtengordel-West),Appartement Keizersgracht 446 D,€ 1.145.000 k.k.,133 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/dbcec59b/keizersgracht,2024-12-07,1016 GD
Pararius,Buy,amsterdam,1015 CE Amsterdam (Grachtengordel-West),Appartement Keizersgracht 79 A,€ 1.275.000 k.k.,130 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/24e8dded/keizersgracht,2024-12-07,1015 CE
Pararius,Buy,amsterdam,1056 JS Amsterdam (Geuzenbuurt),Appartement Willem de Zwijgerlaan 40 H,€ 425.000 k.k.,47 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/48907bf8/willem-de-zwijgerlaan,2024-12-07,1056 JS
Pararius,Buy,amsterdam,1101 DA Amsterdam (Amstel III/Bullewijk),Appartement Hiraistraat 5 B 119,€ 601.000 v.o.n.,93 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/a487de68/hiraistraat,2024-12-07,1101 DA
Pararius,Buy,amsterdam,1101 DA Amsterdam (Amstel III/Bullewijk),Appartement Hiraistraat 5 B 161,€ 759.000 v.o.n.,127 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/c2297858/hiraistraat,2024-12-07,1101 DA
Pararius,Buy,amsterdam,1061 EB Amsterdam (De Kolenkit),Appartement Akbarstraat 24 A,€ 397.500 k.k.,59 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/1cd44a26/akbarstraat,2024-12-07,1061 EB
Pararius,Buy,amsterdam,1016 PS Amsterdam (Jordaan),Appartement Laurierstraat 188 A,€ 350.000 k.k.,36 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/70629a61/laurierstraat,2024-12-07,1016 PS
Pararius,Buy,amsterdam,1067 KZ Amsterdam (Geuzenveld),Appartement Leenhofstraat 49,€ 379.000 k.k.,63 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/9c3ef1b0/leenhofstraat,2024-12-07,1067 KZ
Pararius,Buy,amsterdam,1069 RL Amsterdam (Osdorp-Midden),Appartement Evertsweertplantsoen 22,€ 429.000 k.k.,53 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/b525796b/evertsweertplantsoen,2024-12-07,1069 RL
Pararius,Buy,amsterdam,1067 KV Amsterdam (Geuzenveld),Appartement Strackéstraat 131,€ 350.000 k.k.,64 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/60d21fc6/strackestraat,2024-12-07,1067 KV
Pararius,Buy,amsterdam,1072 CC Amsterdam (Oude Pijp),Appartement Saenredamstraat 39 I,€ 375.000 k.k.,33 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/7f67f654/saenredamstraat,2024-12-07,1072 CC
Pararius,Buy,amsterdam,1012 VV Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Spuistraat 240 A,€ 1.250.000 k.k.,200 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/63cae107/spuistraat,2024-12-07,1012 VV
Pararius,Buy,amsterdam,1106 CW Amsterdam (Gein),Appartement Vleutenstraat 17,€ 525.000 k.k.,121 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/a0ff47f7/vleutenstraat,2024-12-07,1106 CW
Pararius,Buy,amsterdam,1051 KH Amsterdam (Staatsliedenbuurt),Appartement Visseringstraat 21 C,€ 750.000 k.k.,117 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/cecfc0af/visseringstraat,2024-12-07,1051 KH
Pararius,Buy,amsterdam,"1103 KS Amsterdam (Bijlmer Oost (E,G,K))",Appartement Gouden Leeuw 806,€ 250.000 k.k.,52 m²,2 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/7cf09309/gouden-leeuw,2024-12-07,1103 KS
Pararius,Buy,amsterdam,1101 DA Amsterdam (Amstel III/Bullewijk),Appartement Hiraistraat 5 B 156,€ 554.000 v.o.n.,81 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/e9043c55/hiraistraat,2024-12-07,1101 DA
Pararius,Buy,amsterdam,1051 XG Amsterdam (Staatsliedenbuurt),Appartement Van Beuningenstraat 26 D,€ 475.000 k.k.,70 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/ec5e2916/van-beuningenstraat,2024-12-07,1051 XG
Pararius,Buy,amsterdam,1054 WE Amsterdam (Overtoomse Sluis),Appartement Wilhelminastraat 189 1,€ 450.000 k.k.,53 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/01c40a46/wilhelminastraat,2024-12-07,1054 WE
Pararius,Buy,amsterdam,1054 XH Amsterdam (Helmersbuurt),Appartement Kanaalstraat 22 A,€ 850.000 k.k.,89 m²,4 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/d2687295/kanaalstraat,2024-12-07,1054 XH
Pararius,Buy,amsterdam,1068 NL Amsterdam (Osdorp-Oost),Appartement Pieter Calandlaan 429,€ 325.000 k.k.,82 m²,3 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/ad205363/pieter-calandlaan,2024-12-07,1068 NL
Pararius,Buy,amsterdam,1097 AE Amsterdam (Frankendael),Appartement Ringdijk,€ 295.000 v.o.n.,41 m²,1 kamer,,https://www.pararius.nl/appartement-te-koop/amsterdam/1f952a5b/ringdijk,2024-12-07,1097 AE
Pararius,Buy,amsterdam,1097 AE Amsterdam (Frankendael),Appartement Ringdijk,€ 750.000 v.o.n.,117 m²,1 kamer,,https://www.pararius.nl/appartement-te-koop/amsterdam/498695a7/ringdijk,2024-12-07,1097 AE
Pararius,Buy,amsterdam,1018 GW Amsterdam (Weesperbuurt/Plantage),Appartement Sarphatistraat 478,€ 750.000 k.k.,124 m²,5 kamers,,https://www.pararius.nl/appartement-te-koop/amsterdam/b5bb6bec/sarphatistraat,2024-12-07,1018 GW
Pararius,Buy,amsterdam,1015 DD Amsterdam (Grachtengordel-West),Huis Prinsenstraat 26 H,€ 980.000 k.k.,126 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/59fc9c72/prinsenstraat,2024-12-07,1015 DD
Pararius,Buy,amsterdam,1016 GK Amsterdam (Grachtengordel-West),Huis Runstraat 28,€ 950.000 k.k.,97 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7852a1a2/runstraat,2024-12-07,1016 GK
Pararius,Buy,amsterdam,1012 CB Amsterdam (Burgwallen-Oude Zijde),Huis Bethaniëndwarsstraat 8,€ 800.000 k.k.,51 m²,3 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/2c7f7c6c/bethaniendwarsstraat,2024-12-07,1012 CB
Pararius,Buy,amsterdam,1018 DJ Amsterdam (Weesperbuurt/Plantage),Huis Plantage Middenlaan 78 H,€ 2.850.000 k.k.,342 m²,9 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/69bfd977/plantage-middenlaan,2024-12-07,1018 DJ
Pararius,Buy,amsterdam,1054 HZ Amsterdam (Helmersbuurt),Huis Overtoom 220 H,€ 1.350.000 k.k.,267 m²,14 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7130acb7/overtoom,2024-12-07,1054 HZ
Pararius,Buy,amsterdam,1107 TW Amsterdam (Reigersbos),Huis Sleewijkstraat 44,€ 499.000 k.k.,151 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/ba98a6bf/sleewijkstraat,2024-12-07,1107 TW
Pararius,Buy,amsterdam,1082 BE Amsterdam (Buitenveldert-West),Huis Keverberg 60,€ 1.049.000 k.k.,164 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/5ea131ba/keverberg,2024-12-07,1082 BE
Pararius,Buy,amsterdam,1067 TE Amsterdam (Lutkemeer/Ookmeer),Huis Osdorperweg 926 C,€ 795.000 k.k.,137 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7e198288/osdorperweg,2024-12-07,1067 TE
Pararius,Buy,amsterdam,1087 JK Amsterdam (IJburg-West),Huis IJburglaan 980,€ 1.275.000 k.k.,198 m²,7 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7999b191/ijburglaan,2024-12-07,1087 JK
Pararius,Buy,amsterdam,1067 TX Amsterdam (Geuzenveld),Huis Marga Klompélaan 14,€ 595.000 k.k.,129 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/28be8513/marga-klompelaan,2024-12-07,1067 TX
Pararius,Buy,amsterdam,1091 PL Amsterdam (Transvaalbuurt),Huis Kraaipanstraat 34,€ 1.495.000 k.k.,183 m²,9 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/6656e8ba/kraaipanstraat,2024-12-07,1091 PL
Pararius,Buy,amsterdam,1091 PL Amsterdam (Transvaalbuurt),Huis Kraaipanstraat 34,€ 1.495.000 k.k.,183 m²,9 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7221f041/kraaipanstraat,2024-12-07,1091 PL
Pararius,Buy,amsterdam,1035 NR Amsterdam (Kadoelen),Huis Kadoelenweg 288,€ 850.000 k.k.,123 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/67c3249a/kadoelenweg,2024-12-07,1035 NR
Pararius,Buy,amsterdam,1013 GS Amsterdam (Haarlemmerbuurt),Huis Korte Prinsengracht 16 K,€ 519.000 v.o.n.,70 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7a3dc5b2/korte-prinsengracht,2024-12-07,1013 GS
Pararius,Buy,amsterdam,1098 BR Amsterdam (Middenmeer),Huis Bredeweg 18,€ 3.500.000 k.k.,385 m²,9 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/09e9eba4/bredeweg,2024-12-07,1098 BR
Pararius,Buy,amsterdam,1035 JX Amsterdam (Oostzanerwerf),Huis Lange Vonder 14,€ 575.000 k.k.,104 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/29f5fe8b/lange-vonder,2024-12-07,1035 JX
Pararius,Buy,amsterdam,1018 PH Amsterdam (Oostelijke Eilanden/Kadijken),Huis Czaar Peterstraat 147 H,€ 935.000 k.k.,153 m²,7 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/ea76e224/czaar-peterstraat,2024-12-07,1018 PH
Pararius,Buy,amsterdam,1068 MT Amsterdam (Osdorp-Oost),Huis Hoekenes 26,€ 1.050.000 k.k.,221 m²,8 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7d885b00/hoekenes,2024-12-07,1068 MT
Pararius,Buy,amsterdam,1025 MT Amsterdam (Elzenhagen),Huis Diopter 154,€ 695.000 k.k.,122 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/2661418c/diopter,2024-12-07,1025 MT
Pararius,Buy,amsterdam,1033 PT Amsterdam (Tuindorp Oostzaan),Huis Tegenhouderstraat 30,€ 595.000 k.k.,106 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/1cf9af30/tegenhouderstraat,2024-12-07,1033 PT
Pararius,Buy,amsterdam,1087 GK Amsterdam (IJburg-West),Huis Kiekstraat 47,€ 650.000 k.k.,124 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/d6602de8/kiekstraat,2024-12-07,1087 GK
Pararius,Buy,amsterdam,1035 KA Amsterdam (Oostzanerwerf),Huis Noorder Valdeur 20,€ 575.000 k.k.,96 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/5028b2b5/noorder-valdeur,2024-12-07,1035 KA
Pararius,Buy,amsterdam,1015 GB Amsterdam (Grachtengordel-West),Huis Brouwersgracht 35 B,€ 1.150.000 k.k.,105 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/9b28a3a8/brouwersgracht,2024-12-07,1015 GB
Pararius,Buy,amsterdam,1017 EB Amsterdam (Grachtengordel-Zuid),Huis Keizersgracht 772 D,€ 1.190.000 k.k.,104 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/3aaca7a2/keizersgracht,2024-12-07,1017 EB
Pararius,Buy,amsterdam,1107 TJ Amsterdam (Reigersbos),Huis Silvoldestraat 100,€ 425.000 k.k.,95 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/7780e0a7/silvoldestraat,2024-12-07,1107 TJ
Pararius,Buy,amsterdam,1035 ST Amsterdam (Kadoelen),Huis Johannes J. Glasweg 77,€ 599.000 k.k.,161 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/ec9c5471/johannes-j-glasweg,2024-12-07,1035 ST
Pararius,Buy,amsterdam,1023 EE Amsterdam (Tuindorp Nieuwendam),Huis Oterleekstraat 14,€ 475.000 k.k.,63 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/0c10c0bd/oterleekstraat,2024-12-07,1023 EE
Pararius,Buy,amsterdam,1017 GC Amsterdam (Grachtengordel-Zuid),Huis Kerkstraat 77,€ 1.395.000 k.k.,162 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/6677c376/kerkstraat,2024-12-07,1017 GC
Pararius,Buy,amsterdam,1011 EL Amsterdam (Nieuwmarkt/Lastage),Huis Geldersekade 89 H,€ 2.500.000 k.k.,428 m²,11 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/e7e9a7c3/geldersekade,2024-12-07,1011 EL
Pararius,Buy,amsterdam,1064 VZ Amsterdam (Slotermeer-West),Huis Schopenhauerhof 3,€ 695.000 k.k.,132 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/b7134f41/schopenhauerhof,2024-12-07,1064 VZ
Pararius,Buy,amsterdam,1067 TD Amsterdam (Lutkemeer/Ookmeer),Huis Osdorperweg 886,€ 1.095.000 k.k.,175 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/aa36ed6f/osdorperweg,2024-12-07,1067 TD
Pararius,Buy,amsterdam,1018 TD Amsterdam (Weesperbuurt/Plantage),Huis Plantage Lepellaan 2,€ 1.250.000 k.k.,120 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/4a6ba4a2/plantage-lepellaan,2024-12-07,1018 TD
Pararius,Buy,amsterdam,1019 WV Amsterdam (Oostelijk Havengebied),Huis Scheepstimmermanstraat 65,€ 950.000 k.k.,124 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/817ba72b/scheepstimmermanstraat,2024-12-07,1019 WV
Pararius,Buy,amsterdam,1015 LR Amsterdam (Jordaan),Huis Karthuizersstraat 22,€ 1.485.000 k.k.,172 m²,8 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/f7715a4e/karthuizersstraat,2024-12-07,1015 LR
Pararius,Buy,amsterdam,1019 VC Amsterdam (Oostelijk Havengebied),Huis Bottelarijstraat 198,€ 1.700.000 k.k.,195 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/00505cd0/bottelarijstraat,2024-12-07,1019 VC
Pararius,Buy,amsterdam,1068 ZW Amsterdam (Osdorp-Oost),Huis Geer Ban 19,€ 650.000 k.k.,120 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/48364b8e/geer-ban,2024-12-07,1068 ZW
Pararius,Buy,amsterdam,1066 GV Amsterdam (Sloten/Nieuw-Sloten),Huis Charlie Parkerstraat 5,€ 635.000 k.k.,111 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/e86dbebf/charlie-parkerstraat,2024-12-07,1066 GV
Pararius,Buy,amsterdam,1060 NL Amsterdam (De Aker),Huis Ortler 99,€ 699.000 k.k.,153 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/a4e6c6cb/ortler,2024-12-07,1060 NL
Pararius,Buy,amsterdam,1033 CJ Amsterdam (Tuindorp Oostzaan),Huis Zonneweg 20,€ 550.000 k.k.,71 m²,4 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/92a664e7/zonneweg,2024-12-07,1033 CJ
Pararius,Buy,amsterdam,1035 JZ Amsterdam (Oostzanerwerf),Huis Lange Vonder 88,€ 525.000 k.k.,94 m²,5 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/4a773f17/lange-vonder,2024-12-07,1035 JZ
Pararius,Buy,amsterdam,1067 DH Amsterdam (Geuzenveld),Huis Abraham Kuyperstraat 2,€ 725.000 k.k.,130 m²,6 kamers,,https://www.pararius.nl/huis-te-koop/amsterdam/d10db455/abraham-kuyperstraat,2024-12-07,1067 DH
