url,title,post_type,postcode,wijk,wijk_code,buurt,buurt_code,price,rooms,surface,furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/5b8fac18/haarlemmerweg,Appartement Haarlemmerweg 326,Buy,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,350000,1,38,
https://www.pararius.nl/appartement-te-koop/amsterdam/9ada59e4/van-boshuizenstraat,Appartement Van Boshuizenstraat 3,Buy,1083 AP,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,300000,1,43,
https://www.pararius.nl/house-for-rent/amsterdam/1cc532d7/ward-bingleystraat,House Ward Bingleystraat,Rent,1065 TK,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,2075,2,76,Furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/9e1cb69f/tielstraat,Appartement Tielstraat 70,Buy,1107 RB,Reigersbos,WK0363TL,Reigersbos 3,BU0363TL03,265000,2,61,
https://www.pararius.nl/appartement-te-koop/amsterdam/bced9979/burgemeester-hogguerstraat,Appartement Burgemeester Hogguerstraat 75,Buy,1064 CK,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,350000,2,45,
https://www.pararius.nl/appartement-te-koop/amsterdam/48775b9d/nigellestraat,Appartement Nigellestraat 1,Buy,1032 BH,Volewijck,WK0363NK,Bloemenbuurt-Noord,BU0363NK01,350000,2,58,
https://www.pararius.nl/appartement-te-koop/amsterdam/d263d237/van-boshuizenstraat,Appartement Van Boshuizenstraat 199,Buy,1083 AV,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,350000,2,43,
https://www.pararius.nl/appartement-te-koop/amsterdam/f27f5982/burgemeester-hogguerstraat,Appartement Burgemeester Hogguerstraat 791 H,Buy,1064 EB,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,350000,2,50,
https://www.pararius.nl/appartement-te-koop/amsterdam/9a7de5e0/papendrechtstraat,Appartement Papendrechtstraat 107,Buy,1106 BN,Reigersbos,WK0363TL,Reigersbos 1,BU0363TL01,275000,2,60,
https://www.pararius.nl/appartement-te-koop/amsterdam/6eb2acbf/hogevecht,Appartement Hogevecht 108,Buy,1102 HE,H-buurt,WK0363TD,Rechte H-buurt,BU0363TD02,275000,2,64,
https://www.pararius.nl/appartement-te-koop/amsterdam/11ac603c/wamelplein,Appartement Wamelplein 66,Buy,1106 DR,Gein,WK0363TM,Gein 1,BU0363TM01,275000,2,61,
https://www.pararius.nl/appartement-te-koop/amsterdam/aff6a329/wamelplein,Appartement Wamelplein 175,Buy,1106 DT,Gein,WK0363TM,Gein 1,BU0363TM01,275000,2,59,
https://www.pararius.nl/appartement-te-koop/amsterdam/c5d5ea08/jacob-geelstraat,Appartement Jacob Geelstraat 45,Buy,1065 VP,Slotervaart-Noord,WK0363FL,Jacob Geelbuurt,BU0363FL03,435000,2,50,
https://www.pararius.nl/appartement-te-koop/amsterdam/95d21f82/jacques-veltmanstraat,Appartement Jacques Veltmanstraat 76 1,Buy,1065 EN,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,349000,2,47,
https://www.pararius.nl/apartment-for-rent/amsterdam/85e996e3/haarlemmerweg,Flat Haarlemmerweg 544,Rent,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,1638,2,55,
https://www.pararius.nl/appartement-te-koop/amsterdam/287a33bd/beethovenstraat,Appartement Beethovenstraat 217,Buy,1077 JE,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,625000,2,77,
https://www.pararius.nl/appartement-te-koop/amsterdam/cd463179/burgemeester-hogguerstraat,Appartement Burgemeester Hogguerstraat 181,Buy,1064 CM,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,325000,2,45,
https://www.pararius.nl/appartement-te-koop/amsterdam/d69a6b4c/leksmondhof,Appartement Leksmondhof 234,Buy,1108 EX,Nellestein,WK0363TK,L-buurt,BU0363TK01,325000,2,75,
https://www.pararius.nl/appartement-te-koop/amsterdam/428b94aa/soesterberghof,Appartement Soesterberghof 82,Buy,1107 GR,Reigersbos,WK0363TL,Reigersbos 2,BU0363TL02,250000,2,57,
https://www.pararius.nl/appartement-te-koop/amsterdam/c607154f/kikkenstein,Appartement Kikkenstein 2024,Buy,1104 TA,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,270000,2,78,
https://www.pararius.nl/house-for-rent/amsterdam/e4c2677a/durgerdammergouw,House Durgerdammergouw,Rent,1028 BT,Waterland,WK0363NQ,Ransdorp,BU0363NQ09,3250,2,140,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/6ecfa912/vondelstraat,Flat Vondelstraat,Rent,1054 GJ,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,3250,2,90,
https://www.pararius.nl/room-for-rent/amsterdam/91015161/dijkgraafplein,Room Dijkgraafplein,Rent,1069 EK,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,950,2,10,Furnished
https://www.pararius.nl/room-for-rent/amsterdam/d18de0a1/papendrechtstraat,Room Papendrechtstraat,Rent,1106 BP,Reigersbos,WK0363TL,Reigersbos 1,BU0363TL01,950,2,10,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/3d9a0094/cola-debrotstraat,Flat Cola Debrotstraat,Rent,1087 VJ,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,2250,2,70,Furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/220dbb68/tongelaer,Appartement Tongelaer 10 2,Buy,1083 BT,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,450000,2,65,
https://www.pararius.nl/appartement-te-koop/amsterdam/1812aed5/leerdamhof,Appartement Leerdamhof 13,Buy,1108 BA,Nellestein,WK0363TK,L-buurt,BU0363TK01,300000,2,72,
https://www.pararius.nl/appartement-te-koop/amsterdam/ad83d7e4/kleiburg,Appartement Kleiburg 246,Buy,1104 EA,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,300000,2,65,
https://www.pararius.nl/appartement-te-koop/amsterdam/60f045d6/kloekhorststraat,Appartement Kloekhorststraat 319,Buy,1104 MR,K-buurt,WK0363TH,Kortvoort,BU0363TH02,225000,2,48,
https://www.pararius.nl/appartement-te-koop/amsterdam/f82ff052/burgemeester-hogguerstraat,Appartement Burgemeester Hogguerstraat 1207,Buy,1064 EK,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,310000,2,43,
https://www.pararius.nl/huis-te-koop/amsterdam/3c96dd13/kadoelenweg,Huis Kadoelenweg 358 A,Buy,1035 NT,Kadoelen,WK0363ND,Kadoelen,BU0363ND02,875000,2,88,
https://www.pararius.nl/appartement-te-koop/amsterdam/a47b8899/haag-en-veld,Appartement Haag en Veld 91 A,Buy,1102 GE,H-buurt,WK0363TD,Rechte H-buurt,BU0363TD02,299000,2,72,
https://www.pararius.nl/apartment-for-rent/amsterdam/03a29644/haarlemmerweg,Flat Haarlemmerweg 570,Rent,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,1277,2,74,
https://www.pararius.nl/appartement-te-koop/amsterdam/dd268f34/haarlemmerweg,Appartement Haarlemmerweg 396,Buy,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,800000,3,90,
https://www.pararius.nl/appartement-te-koop/amsterdam/e9043c55/hiraistraat,Appartement Hiraistraat 5 B 156,Buy,1101 DA,Amstel III/Bullewijk,WK0363TA,Amstel III deel A/B-Noord,BU0363TA03,554000,3,81,
https://www.pararius.nl/appartement-te-koop/amsterdam/c832e7d2/waterkersweg,Appartement Waterkersweg 262,Buy,1051 PJ,Centrale Markt,WK0363EG,GWL-terrein,BU0363EG02,650000,3,82,
https://www.pararius.nl/huis-te-koop/amsterdam/4f172002/bloemendalergouw,Huis Bloemendalergouw 43 A,Buy,1028 BH,Waterland,WK0363NQ,Holysloot,BU0363NQ08,895000,3,108,
https://www.pararius.nl/huis-te-koop/amsterdam/f29bf8cc/theodorus-majofskistraat,Huis Theodorus Majofskistraat 122,Buy,1065 SZ,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,575000,3,85,
https://www.pararius.nl/appartement-te-koop/amsterdam/5c6778d1/langswater,Appartement Langswater 730,Buy,1069 EG,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,340000,3,61,
https://www.pararius.nl/appartement-te-koop/amsterdam/8b871ee5/mosveld,Appartement Mosveld 92,Buy,1032 GG,Volewijck,WK0363NK,Bloemenbuurt-Zuid,BU0363NK02,500000,3,63,
https://www.pararius.nl/appartement-te-koop/amsterdam/8b871ee5/mosveld,Appartement Mosveld 92,Buy,1032 GG,Volewijck,WK0363NK,Van der Pekbuurt,BU0363NK03,500000,3,63,
https://www.pararius.nl/appartement-te-koop/amsterdam/441532f7/tretjakovlaan,Appartement Tretjakovlaan 66 PP,Buy,1064 PR,Slotervaart-Noord,WK0363FL,Oostoever Sloterplas,BU0363FL01,500000,3,97,
https://www.pararius.nl/huis-te-koop/amsterdam/5abe73b7/lange-stammerdijk,Huis Lange Stammerdijk 28 A,Buy,1109 BN,Driemond,WK0363SA,Landelijk gebied Driemond,BU0363SA01,980000,3,69,
https://www.pararius.nl/huis-te-koop/amsterdam/5abe73b7/lange-stammerdijk,Huis Lange Stammerdijk 28 A,Buy,1109 BN,Driemond,WK0363SA,Dorp Driemond,BU0363SA02,980000,3,69,
https://www.pararius.nl/house-for-rent/amsterdam/814b6c04/prinses-irenestraat,House Prinses Irenestraat 34,Rent,1077 WX,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,2850,3,80,Upholstered
https://www.pararius.nl/apartment-for-rent/amsterdam/0b160790/henri-zagwijnstraat,Flat Henri Zagwijnstraat,Rent,1077 XP,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,2600,3,72,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/72a190be/weenahof,Flat Weenahof,Rent,1083 JE,Buitenveldert-Oost,WK0363KR,De Klenckebuurt,BU0363KR01,2600,3,95,Furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/98bf896e/haarlemmerweg,Appartement Haarlemmerweg 295 A,Buy,1051 NW,Centrale Markt,WK0363EG,GWL-terrein,BU0363EG02,585000,3,73,
https://www.pararius.nl/apartment-for-rent/amsterdam/d25df269/van-boshuizenstraat,Flat Van Boshuizenstraat 381,Rent,1082 AP,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,2350,3,74,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/f576cdf1/termini,Flat Termini 411,Rent,1025 XM,Elzenhagen,WK0363NG,Elzenhagen-Zuid,BU0363NG02,1840,3,79,
https://www.pararius.nl/appartement-te-koop/amsterdam/eadf6019/kolfschotenstraat,Appartement Kolfschotenstraat 92,Buy,1104 PB,K-buurt,WK0363TH,Kortvoort,BU0363TH02,350000,3,71,
https://www.pararius.nl/appartement-te-koop/amsterdam/d790ec59/bijlmerdreef,Appartement Bijlmerdreef 1193,Buy,1103 TX,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,350000,3,74,
https://www.pararius.nl/apartment-for-rent/amsterdam/0e279c22/paasbergpad,Flat Paasbergpad,Rent,1105 AM,Amstel III/Bullewijk,WK0363TA,Amstel III deel A/B-Zuid,BU0363TA05,2099,3,75,
https://www.pararius.nl/huis-te-koop/amsterdam/02e808a6/goereestraat,Huis Goereestraat 6,Buy,1025 NJ,Tuindorp Buiksloot,WK0363NM,Blauwe Zand,BU0363NM01,595000,3,73,
https://www.pararius.nl/appartement-te-koop/amsterdam/b11cb01d/aurikelstraat,Appartement Aurikelstraat 71,Buy,1032 AS,Volewijck,WK0363NK,Bloemenbuurt-Noord,BU0363NK01,435000,3,72,
https://www.pararius.nl/appartement-te-koop/amsterdam/d0c86ebc/kleiburg,Appartement Kleiburg 624,Buy,1104 EA,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,360000,3,69,
https://www.pararius.nl/appartement-te-koop/amsterdam/95d14dfb/bijlmerdreef,Appartement Bijlmerdreef 1097,Buy,1103 TT,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,360000,3,78,
https://www.pararius.nl/appartement-te-koop/amsterdam/b8c5d69c/burgemeester-cramergracht,Appartement Burgemeester Cramergracht 118,Buy,1064 AJ,Slotermeer-Zuidoost,WK0363FE,Louis Couperusbuurt,BU0363FE02,349000,3,62,
https://www.pararius.nl/appartement-te-koop/amsterdam/e960c237/leksmondhof,Appartement Leksmondhof 30,Buy,1108 EN,Nellestein,WK0363TK,L-buurt,BU0363TK01,338000,3,68,
https://www.pararius.nl/appartement-te-koop/amsterdam/9fd0f878/muiderlaan,Appartement Muiderlaan 383,Buy,1087 VA,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,615000,3,89,
https://www.pararius.nl/appartement-te-koop/amsterdam/200b42cd/ingelandenweg,Appartement Ingelandenweg 34,Buy,1069 WG,De Punt,WK0363FH,Bedrijvencentrum Osdorp,BU0363FH01,369000,3,63,
https://www.pararius.nl/appartement-te-koop/amsterdam/200b42cd/ingelandenweg,Appartement Ingelandenweg 34,Buy,1069 WG,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,369000,3,63,
https://www.pararius.nl/apartment-for-rent/amsterdam/b2e62792/kleiburg,Flat Kleiburg,Rent,1104 EA,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,1900,3,68,
https://www.pararius.nl/appartement-te-koop/amsterdam/f8ab379b/trimurtistraat,Appartement Trimurtistraat 14,Buy,1087 VH,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,550000,3,81,
https://www.pararius.nl/appartement-te-koop/amsterdam/0fcd1834/tretjakovlaan,Appartement Tretjakovlaan 64 PP,Buy,1064 PR,Slotervaart-Noord,WK0363FL,Oostoever Sloterplas,BU0363FL01,550000,3,99,
https://www.pararius.nl/appartement-te-koop/amsterdam/8a324106/marcantilaan,Appartement Marcantilaan 454,Buy,1051 MK,Centrale Markt,WK0363EG,Marcanti,BU0363EG04,550000,3,70,
https://www.pararius.nl/apartment-for-rent/amsterdam/1716b80a/kruitberghof,Flat Kruitberghof 48,Rent,1104 BC,Bijlmermuseum,WK0363TG,De Kameleon e.o.,BU0363TG03,1650,3,101,
https://www.pararius.nl/apartment-for-rent/amsterdam/9becef7b/paasbergpad,Flat Paasbergpad,Rent,1105 AM,Amstel III/Bullewijk,WK0363TA,Amstel III deel A/B-Zuid,BU0363TA05,2164,3,79,
https://www.pararius.nl/apartment-for-rent/amsterdam/b39476a0/karspeldreef,Flat Karspeldreef 1207,Rent,1104 SE,Bijlmermuseum,WK0363TG,De Kameleon e.o.,BU0363TG03,1655,3,101,
https://www.pararius.nl/appartement-te-koop/amsterdam/aba1f253/schovenstraat,Appartement Schovenstraat 2,Buy,1097 ZZ,Betondorp,WK0363MP,Betondorp,BU0363MP03,400000,3,54,
https://www.pararius.nl/appartement-te-koop/amsterdam/6cfa90e6/vleutenstraat,Appartement Vleutenstraat 2,Buy,1106 CX,Gein,WK0363TM,Gein 1,BU0363TM01,400000,3,69,
https://www.pararius.nl/appartement-te-koop/amsterdam/8722e06b/tielstraat,Appartement Tielstraat 56,Buy,1107 RA,Reigersbos,WK0363TL,Reigersbos 3,BU0363TL03,325000,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/a8ba0937/kleiburg,Appartement Kleiburg 1018,Buy,1104 EA,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,325000,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/ae29b4a9/bijlmerdreef,Appartement Bijlmerdreef 1220,Buy,1103 JW,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,325000,3,80,
https://www.pararius.nl/appartement-te-koop/amsterdam/a3c3aa1b/leksmondhof,Appartement Leksmondhof 322,Buy,1108 GC,Nellestein,WK0363TK,L-buurt,BU0363TK01,325000,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/28fa6f18/kloekhorststraat,Appartement Kloekhorststraat 227,Buy,1104 MN,K-buurt,WK0363TH,Kortvoort,BU0363TH02,325000,3,72,
https://www.pararius.nl/appartement-te-koop/amsterdam/8165e63c/toutenburgstraat,Appartement Toutenburgstraat 17,Buy,1107 PT,Reigersbos,WK0363TL,Reigersbos 3,BU0363TL03,325000,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/f5693fcf/montfoorthof,Appartement Montfoorthof 53,Buy,1106 JN,Holendrecht,WK0363TJ,Holendrecht-Zuid,BU0363TJ03,325000,3,69,
https://www.pararius.nl/appartement-te-koop/amsterdam/d875b88e/leusdenhof,Appartement Leusdenhof 158,Buy,1108 DD,Nellestein,WK0363TK,L-buurt,BU0363TK01,325000,3,76,
https://www.pararius.nl/appartement-te-koop/amsterdam/0593a869/wethouder-ed-polakstraat,Appartement Wethouder Ed. Polakstraat 35,Buy,1107 CV,Gein,WK0363TM,Gein 4,BU0363TM04,325000,3,67,
https://www.pararius.nl/appartement-te-koop/amsterdam/be295796/haarlemmerweg,Appartement Haarlemmerweg 245 D,Buy,1051 NV,Centrale Markt,WK0363EG,GWL-terrein,BU0363EG02,570000,3,75,
https://www.pararius.nl/apartment-for-rent/amsterdam/56cd83b2/leusdenhof,Flat Leusdenhof,Rent,1108 CS,Nellestein,WK0363TK,L-buurt,BU0363TK01,2450,3,75,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/b894de98/parnassusweg,Flat Parnassusweg,Rent,1076 AT,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,2450,3,100,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/d59f24f5/bijlmerdreef,Flat Bijlmerdreef,Rent,1103 JV,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,1950,3,79,Furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/b0426bc8/stadhouderskade,Appartement Stadhouderskade 15 L,Buy,1054 ES,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,1700000,3,150,
https://www.pararius.nl/appartement-te-koop/amsterdam/2d943d53/langswater,Appartement Langswater 230,Buy,1069 TS,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,260000,3,62,
https://www.pararius.nl/apartment-for-rent/amsterdam/c097ca2a/haarlemmerweg,Flat Haarlemmerweg,Rent,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,1699,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/a487de68/hiraistraat,Appartement Hiraistraat 5 B 119,Buy,1101 DA,Amstel III/Bullewijk,WK0363TA,Amstel III deel A/B-Noord,BU0363TA03,601000,3,93,
https://www.pararius.nl/apartment-for-rent/amsterdam/ef09b225/arent-janszoon-ernststraat,Flat Arent Janszoon Ernststraat 149,Rent,1083 GS,Buitenveldert-Oost,WK0363KR,Buitenveldert-Oost-Midden,BU0363KR02,3500,3,110,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/e892cb60/haarlemmerweg,Flat Haarlemmerweg 1040,Rent,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,1710,3,60,
https://www.pararius.nl/appartement-te-koop/amsterdam/2a9a0e7a/sterkenburg,Appartement Sterkenburg 57,Buy,1083 VJ,Buitenveldert-Oost,WK0363KR,Buitenveldert-Oost-Midden,BU0363KR02,430000,3,65,
https://www.pararius.nl/appartement-te-koop/amsterdam/cc57a6cf/fresiastraat,Appartement Fresiastraat 10,Buy,1032 BG,Volewijck,WK0363NK,Bloemenbuurt-Noord,BU0363NK01,430000,3,71,
https://www.pararius.nl/apartment-for-rent/amsterdam/5fe35419/bijlmerdreef,Flat Bijlmerdreef,Rent,1103 TX,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,1975,3,80,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/0733cd5b/tweede-constantijn-huygensstraat,Flat Tweede Constantijn Huygensstraat 73 1,Rent,1054 CS,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,2750,3,89,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/744055a1/van-nijenrodeweg,Flat Van Nijenrodeweg,Rent,1083 EA,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,2750,3,88,Upholstered
https://www.pararius.nl/appartement-te-koop/amsterdam/c7da21ea/muiderlaan,Appartement Muiderlaan 385,Buy,1087 VA,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,600000,3,88,
https://www.pararius.nl/huis-te-koop/amsterdam/8c6ec0bd/anthony-spatzierhof,Huis Anthony Spatzierhof 19,Buy,1065 SJ,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,525000,3,77,
https://www.pararius.nl/huis-te-koop/amsterdam/46aabd00/adam-van-germezhof,Huis Adam van Germezhof 33,Buy,1065 TE,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,525000,3,77,
https://www.pararius.nl/apartment-for-rent/amsterdam/51a95870/volewijkshof,Flat Volewijkshof 35,Rent,1031 AG,Volewijck,WK0363NK,Van der Pekbuurt,BU0363NK03,2250,3,72,
https://www.pararius.nl/apartment-for-rent/amsterdam/631cbad4/burgemeester-hogguerstraat,Flat Burgemeester Hogguerstraat,Rent,1064 CL,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,2000,3,78,Upholstered
https://www.pararius.nl/appartement-te-koop/amsterdam/279ca0c0/marcantilaan,Appartement Marcantilaan 240,Buy,1051 NC,Centrale Markt,WK0363EG,Marcanti,BU0363EG04,610000,3,73,
https://www.pararius.nl/appartement-te-koop/amsterdam/eabdccde/langswater,Appartement Langswater 273,Buy,1069 EC,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,290000,3,61,
https://www.pararius.nl/appartement-te-koop/amsterdam/77d54506/haag-en-veld,Appartement Haag en Veld 248 B,Buy,1102 GM,H-buurt,WK0363TD,Rechte H-buurt,BU0363TD02,290000,3,81,
https://www.pararius.nl/appartement-te-koop/amsterdam/b6820824/havikshorst,Appartement Havikshorst 149,Buy,1083 TR,Buitenveldert-Oost,WK0363KR,Buitenveldert-Oost-Midden,BU0363KR02,450000,3,73,
https://www.pararius.nl/appartement-te-koop/amsterdam/2a2192bf/fresiastraat,Appartement Fresiastraat 11,Buy,1032 BE,Volewijck,WK0363NK,Bloemenbuurt-Noord,BU0363NK01,450000,3,71,
https://www.pararius.nl/appartement-te-koop/amsterdam/35c44a77/slauerhoffstraat,Appartement Slauerhoffstraat 2 3,Buy,1064 TD,Slotermeer-Zuidoost,WK0363FE,Dichtersbuurt,BU0363FE01,375000,3,70,
https://www.pararius.nl/apartment-for-rent/amsterdam/d93aa212/thomas-prinslaan,Flat Thomas Prinslaan,Rent,1035 SH,Kadoelen,WK0363ND,Twiske-Oost,BU0363ND01,2800,3,70,Upholstered
https://www.pararius.nl/appartement-te-koop/amsterdam/bb6b2984/grubbehoeve,Appartement Grubbehoeve 121,Buy,1103 GM,Bijlmermuseum,WK0363TG,Bijlmermuseum-Noord,BU0363TG01,310000,3,70,
https://www.pararius.nl/appartement-te-koop/amsterdam/98adb9ec/wamelplein,Appartement Wamelplein 105,Buy,1106 DS,Gein,WK0363TM,Gein 1,BU0363TM01,310000,3,63,
https://www.pararius.nl/apartment-for-rent/amsterdam/c0d7aa4b/haarlemmerweg,Flat Haarlemmerweg 578,Rent,1014 BL,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,2039,3,44,
https://www.pararius.nl/appartement-te-koop/amsterdam/532fe660/johan-huizingalaan,Appartement Johan Huizingalaan 312 2,Buy,1065 JN,Slotervaart-Zuid,WK0363FN,Louis Crispijnbuurt,BU0363FN01,395000,3,71,
https://www.pararius.nl/appartement-te-koop/amsterdam/7f33b6cf/burgemeester-cramergracht,Appartement Burgemeester Cramergracht 73,Buy,1064 AG,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,395000,3,77,
https://www.pararius.nl/appartement-te-koop/amsterdam/a5e97212/catharina-van-rennesstraat,Appartement Catharina van Rennesstraat 5 2,Buy,1077 KW,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,800000,4,109,
https://www.pararius.nl/huis-te-koop/amsterdam/e8d28419/a-moenstraat,Huis A. Moenstraat 11,Buy,1022 KH,Elzenhagen,WK0363NG,Elzenhagen-Noord,BU0363NG01,725000,4,112,
https://www.pararius.nl/appartement-te-koop/amsterdam/00c28215/louis-chrispijnstraat,Appartement Louis Chrispijnstraat 25,Buy,1065 HD,Slotervaart-Zuid,WK0363FN,Louis Crispijnbuurt,BU0363FN01,650000,4,82,
https://www.pararius.nl/huis-te-koop/amsterdam/6f1dd0ee/zandpad-driemond,Huis Zandpad-Driemond 62,Buy,1109 AH,Driemond,WK0363SA,Dorp Driemond,BU0363SA02,650000,4,80,
https://www.pararius.nl/appartement-te-koop/amsterdam/6cf397b9/camille-balystraat,Appartement Camille Balystraat 3,Buy,1087 VP,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,895000,4,141,
https://www.pararius.nl/apartment-for-rent/amsterdam/f99a5137/cola-debrotstraat,Flat Cola Debrotstraat,Rent,1087 VJ,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,3100,4,160,Furnished
https://www.pararius.nl/apartment-for-rent/amsterdam/78a2091c/zilverschoonstraat,Flat Zilverschoonstraat 11 1,Rent,1031 BC,Volewijck,WK0363NK,Van der Pekbuurt,BU0363NK03,1825,4,94,
https://www.pararius.nl/apartment-for-rent/amsterdam/3b4f96d3/dijkgraafplein,Flat Dijkgraafplein,Rent,1069 EK,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,2850,4,100,Furnished
https://www.pararius.nl/appartement-te-koop/amsterdam/eb471b9c/pannerdenstraat,Appartement Pannerdenstraat 9,Buy,1106 BD,Reigersbos,WK0363TL,Reigersbos 1,BU0363TL01,425000,4,100,
https://www.pararius.nl/appartement-te-koop/amsterdam/244dfa2c/theodorus-majofskistraat,Appartement Theodorus Majofskistraat 37 H,Buy,1065 ST,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,425000,4,76,
https://www.pararius.nl/huis-te-koop/amsterdam/7780e0a7/silvoldestraat,Huis Silvoldestraat 100,Buy,1107 TJ,Reigersbos,WK0363TL,Reigersbos 4,BU0363TL04,425000,4,95,
https://www.pararius.nl/appartement-te-koop/amsterdam/60ecc2e6/emmeline-pankhurststraat,Appartement Emmeline Pankhurststraat 28,Buy,1103 MT,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,350000,4,97,
https://www.pararius.nl/appartement-te-koop/amsterdam/6e41395b/schalkwijkpad,Appartement Schalkwijkpad 37,Buy,1107 JM,Reigersbos,WK0363TL,Reigersbos 2,BU0363TL02,350000,4,86,
https://www.pararius.nl/appartement-te-koop/amsterdam/6a48568d/ravenswaaipad,Appartement Ravenswaaipad 52,Buy,1106 AV,Reigersbos,WK0363TL,Reigersbos 1,BU0363TL01,350000,4,105,
