page_source,first_scrape_date,last_scrape_date,url,post_type,city,location,title,property_type,postcode,price,price_type,surface,surface_unit,rooms,furnished,postcode_1,gemeente,gemeente_code,wijk,wijk_code,buurt,buurt_code,stadsdeel_onderverdeling,stadsdeel,pc6_jaar
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/e892cb60/haarlemmerweg,Rent,Amsterdam,1014 BL Amsterdam (Sloterdijk-West),Flat Haarlemmerweg 1040,Flat,1014 BL,1710,per month,60,m²,3,,1014 BL,Amsterdam,GM0363,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,Bos en Lommer,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/72a190be/weenahof,Rent,Amsterdam,1083 JE Amsterdam (Buitenveldert-Oost),Flat Weenahof,Flat,1083 JE,2600,per month,95,m²,3,Furnished,1083 JE,Amsterdam,GM0363,Buitenveldert-Oost,WK0363KR,De Klenckebuurt,BU0363KR01,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/cace35ba/mosplein,Rent,Amsterdam,1031 AA Amsterdam (Volewijck),Flat Mosplein 6 B,Flat,1031 AA,2100,per month,86,m²,4,,1031 AA,Amsterdam,GM0363,Volewijck,WK0363NK,Van der Pekbuurt,BU0363NK03,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/d93aa212/thomas-prinslaan,Rent,Amsterdam,1035 SH Amsterdam (Kadoelen),Flat Thomas Prinslaan,Flat,1035 SH,2800,per month,70,m²,3,Upholstered,1035 SH,Amsterdam,GM0363,Kadoelen,WK0363ND,Twiske-Oost,BU0363ND01,West,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/1716b80a/kruitberghof,Rent,Amsterdam,1104 BC Amsterdam (Bijlmermuseum),Flat Kruitberghof 48,Flat,1104 BC,1650,per month,101,m²,3,,1104 BC,Amsterdam,GM0363,Bijlmermuseum,WK0363TG,De Kameleon e.o.,BU0363TG03,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/ef09b225/arent-janszoon-ernststraat,Rent,Amsterdam,1083 GS Amsterdam (Buitenveldert-Oost),Flat Arent Janszoon Ernststraat 149,Flat,1083 GS,3500,per month,110,m²,3,Furnished,1083 GS,Amsterdam,GM0363,Buitenveldert-Oost,WK0363KR,Buitenveldert-Oost-Midden,BU0363KR02,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/6ecfa912/vondelstraat,Rent,Amsterdam,1054 GJ Amsterdam (Vondelparkbuurt),Flat Vondelstraat,Flat,1054 GJ,3250,per month,90,m²,2,,1054 GJ,Amsterdam,GM0363,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,Oud West / De Baarsjes,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/56cd83b2/leusdenhof,Rent,Amsterdam,1108 CS Amsterdam (Nellestein),Flat Leusdenhof,Flat,1108 CS,2450,per month,75,m²,3,Furnished,1108 CS,Amsterdam,GM0363,Nellestein,WK0363TK,L-buurt,BU0363TK01,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/85e996e3/haarlemmerweg,Rent,Amsterdam,1014 BL Amsterdam (Sloterdijk-West),Flat Haarlemmerweg 544,Flat,1014 BL,1638,per month,55,m²,2,,1014 BL,Amsterdam,GM0363,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,Bos en Lommer,Stadsdeel West,2024
Pararius,2024-12-18,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/3d5ba6bd/vondelstraat,Rent,Amsterdam,1054 GD Amsterdam (Vondelparkbuurt),Flat Vondelstraat,Flat,1054 GD,4000,per month,161,m²,5,Furnished,1054 GD,Amsterdam,GM0363,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,Oud West / De Baarsjes,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/0e279c22/paasbergpad,Rent,Amsterdam,1105 AM Amsterdam (Amstel III/Bullewijk),Flat Paasbergpad,Flat,1105 AM,2099,per month,75,m²,3,,1105 AM,Amsterdam,GM0363,Amstel III/Bullewijk,WK0363TA,Amstel III deel A/B-Zuid,BU0363TA05,Bijlmer Centrum,Stadsdeel Zuidoost,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/3fbf9aa7/cola-debrotstraat,Rent,Amsterdam,1087 VJ Amsterdam (IJburg-Oost),Flat Cola Debrotstraat,Flat,1087 VJ,3000,per month,160,m²,4,Furnished,1087 VJ,Amsterdam,GM0363,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,IJburg / Eiland Zeeburg,Stadsdeel Oost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b39476a0/karspeldreef,Rent,Amsterdam,1104 SE Amsterdam (Bijlmermuseum),Flat Karspeldreef 1207,Flat,1104 SE,1655,per month,101,m²,3,,1104 SE,Amsterdam,GM0363,Bijlmermuseum,WK0363TG,De Kameleon e.o.,BU0363TG03,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/411ec642/krooswijkhof,Rent,Amsterdam,1082 PB Amsterdam (Buitenveldert-Oost),Flat Krooswijkhof,Flat,1082 PB,4500,per month,129,m²,6,Furnished,1082 PB,Amsterdam,GM0363,Buitenveldert-Oost,WK0363KR,De Klenckebuurt,BU0363KR01,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b2e62792/kleiburg,Rent,Amsterdam,1104 EA Amsterdam (Bijlmermuseum),Flat Kleiburg,Flat,1104 EA,1900,per month,68,m²,3,,1104 EA,Amsterdam,GM0363,Bijlmermuseum,WK0363TG,Bijlmermuseum-Zuid,BU0363TG02,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b83da19e/arent-janszoon-ernststraat,Rent,Amsterdam,1083 GP Amsterdam (Buitenveldert-Oost),Flat Arent Janszoon Ernststraat,Flat,1083 GP,2950,per month,140,m²,5,Furnished,1083 GP,Amsterdam,GM0363,Buitenveldert-Oost,WK0363KR,Buitenveldert-Oost-Midden,BU0363KR02,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/0b160790/henri-zagwijnstraat,Rent,Amsterdam,1077 XP Amsterdam (Prinses Irenebuurt e.o.),Flat Henri Zagwijnstraat,Flat,1077 XP,2600,per month,72,m²,3,Furnished,1077 XP,Amsterdam,GM0363,Prinses Irenebuurt e.o.,WK0363KN,Prinses Irenebuurt,BU0363KN01,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/f2156268/van-ollefenstraat,Rent,Amsterdam,1065 LL Amsterdam (Slotervaart-Zuid),Flat Van Ollefenstraat,Flat,1065 LL,1600,per month,84,m²,4,,1065 LL,Amsterdam,GM0363,Slotervaart-Zuid,WK0363FN,Louis Crispijnbuurt,BU0363FN01,Slotervaart,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/8d539b10/strandeilandlaan,Rent,Amsterdam,1087 VW Amsterdam (IJburg-Oost),Flat Strandeilandlaan,Flat,1087 VW,2100,per month,95,m²,4,,1087 VW,Amsterdam,GM0363,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,IJburg / Eiland Zeeburg,Stadsdeel Oost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/dc926b53/reigersbos,Rent,Amsterdam,1107 EX Amsterdam (Reigersbos),Flat Reigersbos,Flat,1107 EX,2800,per month,95,m²,4,Furnished,1107 EX,Amsterdam,GM0363,Reigersbos,WK0363TL,Reigersbos 2,BU0363TL02,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/d25df269/van-boshuizenstraat,Rent,Amsterdam,1082 AP Amsterdam (Buitenveldert-Oost),Flat Van Boshuizenstraat 381,Flat,1082 AP,2350,per month,74,m²,3,Furnished,1082 AP,Amsterdam,GM0363,Buitenveldert-Oost,WK0363KR,Buitenveldert-Zuidoost,BU0363KR03,Buitenveldert / Zuidas,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/0ce7b295/vondelstraat,Rent,Amsterdam,1054 GK Amsterdam (Vondelparkbuurt),Flat Vondelstraat 61 C,Flat,1054 GK,4950,per month,200,m²,5,Upholstered,1054 GK,Amsterdam,GM0363,Vondelparkbuurt,WK0363EV,Vondelparkbuurt-Oost,BU0363EV02,Oud West / De Baarsjes,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c0d7aa4b/haarlemmerweg,Rent,Amsterdam,1014 BL Amsterdam (Sloterdijk-West),Flat Haarlemmerweg 578,Flat,1014 BL,2039,per month,44,m²,3,,1014 BL,Amsterdam,GM0363,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,Bos en Lommer,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/2c1f9e70/nydia-ecurystraat,Rent,Amsterdam,1087 VV Amsterdam (IJburg-Oost),Flat Nydia Ecurystraat,Flat,1087 VV,4000,per month,120,m²,6,Furnished,1087 VV,Amsterdam,GM0363,IJburg-Oost,WK0363MK,Centrumeiland,BU0363MK04,IJburg / Eiland Zeeburg,Stadsdeel Oost,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/be8a97a7/lou-jansenplein,Rent,Amsterdam,1063 GT Amsterdam (Slotermeer-Noordoost),Flat Lou Jansenplein,Flat,1063 GT,2300,per month,70,m²,3,Furnished,1063 GT,Amsterdam,GM0363,Slotermeer-Noordoost,WK0363FD,Arondeusbuurt,BU0363FD01,Geuzenveld-Slotermeer-Sloterdijken,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/5fe35419/bijlmerdreef,Rent,Amsterdam,1103 TX Amsterdam (Ganzenhoef e.o.),Flat Bijlmerdreef,Flat,1103 TX,1975,per month,80,m²,3,Furnished,1103 TX,Amsterdam,GM0363,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/03a29644/haarlemmerweg,Rent,Amsterdam,1014 BL Amsterdam (Sloterdijk-West),Flat Haarlemmerweg 570,Flat,1014 BL,1277,per month,74,m²,2,,1014 BL,Amsterdam,GM0363,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,Bos en Lommer,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/51a95870/volewijkshof,Rent,Amsterdam,1031 AG Amsterdam (Volewijck),Flat Volewijkshof 35,Flat,1031 AG,2250,per month,72,m²,3,,1031 AG,Amsterdam,GM0363,Volewijck,WK0363NK,Van der Pekbuurt,BU0363NK03,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/d59f24f5/bijlmerdreef,Rent,Amsterdam,1103 JV Amsterdam (Ganzenhoef e.o.),Flat Bijlmerdreef,Flat,1103 JV,1950,per month,79,m²,3,Furnished,1103 JV,Amsterdam,GM0363,Ganzenhoef e.o.,WK0363TE,G-buurt-West,BU0363TE02,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/ba98a6bf/sleewijkstraat,Buy,Amsterdam,1107 TW Amsterdam (Reigersbos),Huis Sleewijkstraat 44,Huis,1107 TW,499000,k.k.,151,m²,6,,1107 TW,Amsterdam,GM0363,Reigersbos,WK0363TL,Reigersbos 4,BU0363TL04,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/d2297007/dorpsweg-ransdorp,Buy,Amsterdam,1028 BL Amsterdam (Waterland),"Huis Dorpsweg Ransdorp 67 A,B,C,D",Huis,1028 BL,2450000,k.k.,462,m²,15,,1028 BL,Amsterdam,GM0363,Waterland,WK0363NQ,Ransdorp,BU0363NQ09,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/9e57c86c/kervelplantsoen,Buy,Amsterdam,1104 VD Amsterdam (K-buurt),Huis Kervelplantsoen 17,Huis,1104 VD,680000,k.k.,156,m²,5,,1104 VD,Amsterdam,GM0363,K-buurt,WK0363TH,K-buurt-Zuidwest,BU0363TH04,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/db9c86a5/durgerdammerdijk,Buy,Amsterdam,1026 CH Amsterdam (Waterland),Huis Durgerdammerdijk,Huis,1026 CH,1295000,v.o.n.,192,m²,7,,1026 CH,Amsterdam,GM0363,Waterland,WK0363NQ,Durgerdam,BU0363NQ10,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/d109a391/burgemeester-van-tienhovengracht,Buy,Amsterdam,1064 BA Amsterdam (Slotermeer-Zuidoost),Huis Burgemeester Van Tienhovengracht 8,Huis,1064 BA,550000,k.k.,72,m²,4,,1064 BA,Amsterdam,GM0363,Slotermeer-Zuidoost,WK0363FE,Louis Couperusbuurt,BU0363FE02,Geuzenveld-Slotermeer-Sloterdijken,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/f29bf8cc/theodorus-majofskistraat,Buy,Amsterdam,1065 SZ Amsterdam (Slotervaart-Zuid),Huis Theodorus Majofskistraat 122,Huis,1065 SZ,575000,k.k.,85,m²,3,,1065 SZ,Amsterdam,GM0363,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,Slotervaart,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/05b8fb30/osdorperweg,Buy,Amsterdam,1067 TB Amsterdam (Lutkemeer/Ookmeer),Huis Osdorperweg 784 C,Huis,1067 TB,1155000,k.k.,159,m²,5,,1067 TB,Amsterdam,GM0363,Lutkemeer/Ookmeer,WK0363FF,Osdorper Bovenpolder,BU0363FF01,Osdorp,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/8bb2fb9d/burgemeester-vening-meineszlaan,Buy,Amsterdam,1063 AZ Amsterdam (Slotermeer-Noordoost),Huis Burgemeester Vening Meineszlaan 153,Huis,1063 AZ,575000,k.k.,108,m²,6,,1063 AZ,Amsterdam,GM0363,Slotermeer-Noordoost,WK0363FD,Arondeusbuurt,BU0363FD01,Geuzenveld-Slotermeer-Sloterdijken,Stadsdeel Nieuw-West,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/05815a59/diopter,Buy,Amsterdam,1025 MS Amsterdam (Elzenhagen),Huis Diopter 50,Huis,1025 MS,690000,k.k.,130,m²,7,,1025 MS,Amsterdam,GM0363,Elzenhagen,WK0363NG,Elzenhagen-Noord,BU0363NG01,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/95359c0a/lange-stammerdijk,Buy,Amsterdam,1109 BN Amsterdam (Driemond),Huis Lange Stammerdijk 24,Huis,1109 BN,2350000,k.k.,508,m²,12,,1109 BN,Amsterdam,GM0363,Driemond,WK0363SA,Landelijk gebied Driemond,BU0363SA01,Weesp,Weesp,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/9e5fc4e4/dom-h-van-der-laanstraat,Buy,Amsterdam,1064 DC Amsterdam (Slotermeer-Zuidoost),Huis Dom H. van der Laanstraat 18,Huis,1064 DC,800000,k.k.,125,m²,6,,1064 DC,Amsterdam,GM0363,Slotermeer-Zuidoost,WK0363FE,Noordoever Sloterplas,BU0363FE03,Geuzenveld-Slotermeer-Sloterdijken,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/55cda66c/gooise-kant,Buy,Amsterdam,1104 MM Amsterdam (K-buurt),Huis Gooise Kant 120,Huis,1104 MM,595000,k.k.,117,m²,5,,1104 MM,Amsterdam,GM0363,K-buurt,WK0363TH,Gooise Kant,BU0363TH01,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/2661418c/diopter,Buy,Amsterdam,1025 MT Amsterdam (Elzenhagen),Huis Diopter 154,Huis,1025 MT,695000,k.k.,122,m²,5,,1025 MT,Amsterdam,GM0363,Elzenhagen,WK0363NG,Elzenhagen-Noord,BU0363NG01,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/ec9c5471/johannes-j-glasweg,Buy,Amsterdam,1035 ST Amsterdam (Kadoelen),Huis Johannes J. Glasweg 77,Huis,1035 ST,599000,k.k.,161,m²,5,,1035 ST,Amsterdam,GM0363,Kadoelen,WK0363ND,Twiske-Oost,BU0363ND01,West,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/727fb652/gooise-kant,Buy,Amsterdam,1104 MM Amsterdam (K-buurt),Huis Gooise Kant 74,Huis,1104 MM,555000,k.k.,105,m²,5,,1104 MM,Amsterdam,GM0363,K-buurt,WK0363TH,Gooise Kant,BU0363TH01,Bijlmer Oost,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/6f1dd0ee/zandpad-driemond,Buy,Amsterdam,1109 AH Amsterdam (Driemond),Huis Zandpad-Driemond 62,Huis,1109 AH,650000,k.k.,80,m²,4,,1109 AH,Amsterdam,GM0363,Driemond,WK0363SA,Dorp Driemond,BU0363SA02,Weesp,Weesp,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/520ee4fc/stoombootweg,Buy,Amsterdam,1035 TV Amsterdam (Kadoelen),Huis Stoombootweg 59,Huis,1035 TV,1295000,k.k.,163,m²,6,,1035 TV,Amsterdam,GM0363,Kadoelen,WK0363ND,Kadoelen,BU0363ND02,West,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/fd731a08/stoombootweg,Buy,Amsterdam,1035 TW Amsterdam (Kadoelen),Huis Stoombootweg 22,Huis,1035 TW,1450000,k.k.,197,m²,9,,1035 TW,Amsterdam,GM0363,Kadoelen,WK0363ND,Kadoelen,BU0363ND02,West,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/6883ee3e/spaarndammerdijk,Buy,Amsterdam,1014 AE Amsterdam (Sloterdijk-West),Huis Spaarndammerdijk 705,Huis,1014 AE,985000,k.k.,125,m²,5,,1014 AE,Amsterdam,GM0363,Sloterdijk-West,WK0363EA,Woon- en Groengebied Sloterdijk,BU0363EA03,Bos en Lommer,Stadsdeel West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/bd63e19b/burgersweerhof,Buy,Amsterdam,1069 VH Amsterdam (De Punt),Huis Burgersweerhof 27,Huis,1069 VH,499000,k.k.,115,m²,5,,1069 VH,Amsterdam,GM0363,De Punt,WK0363FH,Dijkgraafpleinbuurt,BU0363FH02,Osdorp,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/94fc6738/latherusstraat,Buy,Amsterdam,1032 CT Amsterdam (Volewijck),Huis Latherusstraat 41,Huis,1032 CT,875000,k.k.,117,m²,4,,1032 CT,Amsterdam,GM0363,Volewijck,WK0363NK,Bloemenbuurt-Zuid,BU0363NK02,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/7a4e61dd/osdorperweg,Buy,Amsterdam,1067 TD Amsterdam (Lutkemeer/Ookmeer),Huis Osdorperweg 888,Huis,1067 TD,1150000,k.k.,175,m²,5,,1067 TD,Amsterdam,GM0363,Lutkemeer/Ookmeer,WK0363FF,Osdorper Bovenpolder,BU0363FF01,Osdorp,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/6c552c5d/mijehof,Buy,Amsterdam,1106 HB Amsterdam (Holendrecht),Huis Mijehof 77,Huis,1106 HB,475000,k.k.,109,m²,4,,1106 HB,Amsterdam,GM0363,Holendrecht,WK0363TJ,Holendrecht-Oost,BU0363TJ02,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/7e198288/osdorperweg,Buy,Amsterdam,1067 TE Amsterdam (Lutkemeer/Ookmeer),Huis Osdorperweg 926 C,Huis,1067 TE,795000,k.k.,137,m²,5,,1067 TE,Amsterdam,GM0363,Lutkemeer/Ookmeer,WK0363FF,Osdorper Bovenpolder,BU0363FF01,Osdorp,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/f782e768/nieuwendammer-molenpad,Buy,Amsterdam,1025 KW Amsterdam (Nieuwendammerdijk/Buiksloterdijk),Huis Nieuwendammer Molenpad 15,Huis,1025 KW,1250000,k.k.,125,m²,7,,1025 KW,Amsterdam,GM0363,Nieuwendammerdijk/Buiksloterdijk,WK0363NF,Nieuwendammerdijk-West,BU0363NF03,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/4768d444/dorpsstraat-holysloot,Buy,Amsterdam,1028 BE Amsterdam (Waterland),Huis Dorpsstraat Holysloot 32,Huis,1028 BE,1495000,k.k.,185,m²,7,,1028 BE,Amsterdam,GM0363,Waterland,WK0363NQ,Holysloot,BU0363NQ08,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/abc2af6d/monnikendammerweg,Buy,Amsterdam,1023 EC Amsterdam (Tuindorp Nieuwendam),Huis Monnikendammerweg 22,Huis,1023 EC,795000,k.k.,95,m²,6,,1023 EC,Amsterdam,GM0363,Tuindorp Nieuwendam,WK0363NN,Tuindorp Nieuwendam-Oost,BU0363NN02,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/4f172002/bloemendalergouw,Buy,Amsterdam,1028 BH Amsterdam (Waterland),Huis Bloemendalergouw 43 A,Huis,1028 BH,895000,k.k.,108,m²,3,,1028 BH,Amsterdam,GM0363,Waterland,WK0363NQ,Holysloot,BU0363NQ08,Oost,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/8c6ec0bd/anthony-spatzierhof,Buy,Amsterdam,1065 SJ Amsterdam (Slotervaart-Zuid),Huis Anthony Spatzierhof 19,Huis,1065 SJ,525000,k.k.,77,m²,3,,1065 SJ,Amsterdam,GM0363,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,Slotervaart,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/e10064c4/jacques-veltmanstraat,Buy,Amsterdam,1065 DB Amsterdam (Slotervaart-Zuid),Huis Jacques Veltmanstraat 123,Huis,1065 DB,790000,k.k.,135,m²,5,,1065 DB,Amsterdam,GM0363,Slotervaart-Zuid,WK0363FN,Jacques Veltmanbuurt,BU0363FN02,Slotervaart,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/0c10c0bd/oterleekstraat,Buy,Amsterdam,1023 EE Amsterdam (Tuindorp Nieuwendam),Huis Oterleekstraat 14,Huis,1023 EE,475000,k.k.,63,m²,4,,1023 EE,Amsterdam,GM0363,Tuindorp Nieuwendam,WK0363NN,Tuindorp Nieuwendam-Oost,BU0363NN02,Oud-Noord,Stadsdeel Noord,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/b8f5b2a0/henk-hienschstraat,Buy,Amsterdam,1063 CK Amsterdam (Slotermeer-Noordoost),Huis Henk Hienschstraat 4,Huis,1063 CK,795000,k.k.,118,m²,4,,1063 CK,Amsterdam,GM0363,Slotermeer-Noordoost,WK0363FD,Coronelbuurt,BU0363FD02,Geuzenveld-Slotermeer-Sloterdijken,Stadsdeel Nieuw-West,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/7cfce8a6/zandpad-driemond,Buy,Amsterdam,1109 AH Amsterdam (Driemond),Huis Zandpad-Driemond 66,Huis,1109 AH,475000,k.k.,96,m²,4,,1109 AH,Amsterdam,GM0363,Driemond,WK0363SA,Dorp Driemond,BU0363SA02,Weesp,Weesp,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/4abaf6ab/tondenpad,Buy,Amsterdam,1107 PM Amsterdam (Reigersbos),Huis Tondenpad 31,Huis,1107 PM,450000,k.k.,123,m²,4,,1107 PM,Amsterdam,GM0363,Reigersbos,WK0363TL,Reigersbos 3,BU0363TL03,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/8e2f77da/maldenhof,Buy,Amsterdam,1106 EG Amsterdam (Holendrecht),Huis Maldenhof 201,Huis,1106 EG,525000,k.k.,111,m²,4,,1106 EG,Amsterdam,GM0363,Holendrecht,WK0363TJ,Holendrecht-Oost,BU0363TJ02,Gaasperdam,Stadsdeel Zuidoost,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/e8d28419/a-moenstraat,Buy,Amsterdam,1022 KH Amsterdam (Elzenhagen),Huis A. Moenstraat 11,Huis,1022 KH,725000,k.k.,112,m²,4,,1022 KH,Amsterdam,GM0363,Elzenhagen,WK0363NG,Elzenhagen-Noord,BU0363NG01,Oost,Stadsdeel Noord,2024
